Passage,NewID,WordNo,Sentence,WordID,IDEnd,IDBegin,Word,WordWithPunctuation,WordNoPunctuation,WP,WL,WordClass,CosineSimilarity_Content_Sentence,PartOfSpeech
10,10Bw12,20,2,Bw12,BEN-1,BEN-1,from,from,from,12,4,Function,0.3127847022493655,ADP
10,10Bw13,21,2,Bw13,BEN,BEN,plants.,plants.,plants,13,6,Content,0.25342947039616875,NOUN
11,11Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,null,PRON
11,11Aw02,2,1,Aw02,Aw02,Aw02,American,American,American,2,8,Content,null,PROPN
11,11Aw03,3,1,Aw03,Aw03,Aw03,medical,medical,medical,3,7,Content,0.10122437859567965,ADJ
11,11Aw04,4,1,Aw04,Middle1,Middle1,malpractice,malpractice,malpractice,4,11,Content,0.25929490044962394,NOUN
11,11Aw05,5,1,Aw05,Middle1,Middle1,system,system,system,5,6,Content,0.15899182406445728,NOUN
11,11Aw06,6,1,Aw06,Middle1,Middle1,is,is,is,6,2,Content,0.1155180050773165,AUX
11,11Aw07,7,1,Aw07,Middle1,Middle1,doing,doing,doing,7,5,Content,0.14866499711084832,VERB
11,11Aw08,8,1,Aw08,Middle1,Middle1,almost,almost,almost,8,6,Content,0.17405673025399998,ADV
11,11Aw09,9,1,Aw09,Middle1,Middle1,nothing,nothing,nothing,9,7,Content,0.3325849312792307,PRON
11,11Aw10,10,1,Aw10,Middle1,Middle1,to,to,to,10,2,Function,null,ADP
11,11Aw11,11,1,Aw11,Middle1,Middle1,improve,improve,improve,11,7,Content,0.15015150920983078,VERB
11,11Aw12,12,1,Aw12,Middle1,Middle1,the,the,the,12,3,Function,0.33498620507473753,PRON
11,11Aw13,13,1,Aw13,Middle1,Middle1,quality,quality,quality,13,7,Content,0.30116739331098913,NOUN
11,11Aw14,14,1,Aw14,Middle1,Middle1,of,of,of,14,2,Function,null,ADP
11,11Aw15,15,1,Aw15,Middle1,Middle1,health,health,health,15,6,Content,0.4119215440692054,NOUN
11,11Aw16,16,1,Aw16,AEN-2,AEN-2,"care,","care,",care,16,4,Content,0.47731744802632464,NOUN
11,11Aw17,17,1,Aw17,AEN-1,AEN-1,research,research,research,17,8,Content,0.2504380149023714,NOUN
11,11Aw18,18,1,Aw18,AEN,AEN,suggests.,suggests.,suggests,18,8,Content,0.21936866885308595,VERB
11,11Bw01,19,2,Bw01,Bw01,Bw01,What,What,What,1,4,Function,null,PRON
11,11Bw02,20,2,Bw02,Bw02,Bw02,may,may,may,2,3,Function,null,AUX
11,11Bw03,21,2,Bw03,Bw03,Bw03,be,be,be,3,2,Content,null,AUX
11,11Bw04,22,2,Bw04,Middle2,Middle2,more,more,more,4,4,Content,0.20697937115107018,ADJ
11,11Bw05,23,2,Bw05,Middle2,Middle2,concerning,concerning,concerning,5,10,Content,0.1592574950943064,VERB
11,11Bw06,24,2,Bw06,Middle2,Middle2,is,is,is,6,2,Content,0.3619826412876808,AUX
11,11Bw07,25,2,Bw07,Middle2,Middle2,that,that,that,7,4,Function,0.4724630736810324,SCONJ
11,11Bw08,26,2,Bw08,Middle2,Middle2,there,there,there,8,5,Content,0.3897869268312174,ADV
11,11Bw09,27,2,Bw09,Middle2,Middle2,is,is,is,9,2,Content,0.6246711525148778,AUX
11,11Bw10,28,2,Bw10,Middle2,Middle2,very,very,very,10,4,Content,0.47052695173278164,ADV
11,11Bw11,29,2,Bw11,Middle2,Middle2,little,little,little,11,6,Content,0.45563742728861306,ADJ
11,11Bw12,30,2,Bw12,Middle2,Middle2,"discussion,","discussion,",discussion,12,10,Content,0.24913996531869603,NOUN
11,11Bw13,31,2,Bw13,Middle2,Middle2,much,much,much,13,4,Content,0.44095179441562143,ADJ
11,11Bw14,32,2,Bw14,Middle2,Middle2,less,less,less,14,4,Content,0.5147025116557578,ADJ
11,11Bw15,33,2,Bw15,BEN-2,BEN-2,"action,","action,",action,15,6,Content,0.2044551848080625,NOUN
11,11Bw16,34,2,Bw16,BEN-1,BEN-1,on,on,on,16,2,Function,0.2816198726915929,ADP
11,11Bw17,35,2,Bw17,BEN,BEN,reform.,reform.,reform,17,6,Content,0.22385930461052939,NOUN
12,12Aw01,1,1,Aw01,Aw01,Aw01,Many,Many,Many,1,4,Content,null,ADJ
12,12Aw02,2,1,Aw02,Aw02,Aw02,studies,studies,studies,2,7,Content,0.06473788419166683,NOUN
12,12Aw03,3,1,Aw03,Aw03,Aw03,have,have,have,3,4,Content,0.3350112959535478,VERB
12,12Aw04,4,1,Aw04,Middle1,Middle1,found,found,found,4,5,Content,0.23826961272096608,VERB
12,12Aw05,5,1,Aw05,Middle1,Middle1,that,that,that,5,4,Function,0.39733517350535524,SCONJ
12,12Aw06,6,1,Aw06,Middle1,Middle1,obesity,obesity,obesity,6,7,Content,0.22007209484932283,NOUN
12,12Aw07,7,1,Aw07,Middle1,Middle1,is,is,is,7,2,Content,0.18142442493328007,AUX
12,12Aw08,8,1,Aw08,Middle1,Middle1,associated,associated,associated,8,10,Content,0.20903967398873918,VERB
12,12Aw09,9,1,Aw09,Middle1,Middle1,with,with,with,9,4,Function,0.3259493700929205,ADP
12,12Aw10,10,1,Aw10,Middle1,Middle1,an,an,an,10,2,Function,0.13772896174235147,PRON
12,12Aw11,11,1,Aw11,Middle1,Middle1,increased,increased,increased,11,9,Content,0.2995534984675859,VERB
12,12Aw12,12,1,Aw12,Middle1,Middle1,risk,risk,risk,12,4,Content,0.3487639850762038,NOUN
12,12Aw13,13,1,Aw13,AEN-2,AEN-2,for,for,for,13,3,Function,0.30171972418453347,ADP
12,12Aw14,14,1,Aw14,AEN-1,AEN-1,prostate,prostate,prostate,14,8,Content,0.2170691251599712,NOUN
12,12Aw15,15,1,Aw15,AEN,AEN,cancer.,cancer.,cancer,15,6,Content,0.42881380537346264,NOUN
12,12Bw01,16,2,Bw01,Bw01,Bw01,Now,Now,Now,1,3,Content,null,INTJ
12,12Bw02,17,2,Bw02,Bw02,Bw02,a,a,a,2,1,Function,null,INTJ
12,12Bw03,18,2,Bw03,Bw03,Bw03,new,new,new,3,3,Content,0.26457244139553143,ADJ
12,12Bw04,19,2,Bw04,Middle2,Middle2,study,study,study,4,5,Content,0.07273814464045675,NOUN
12,12Bw05,20,2,Bw05,Middle2,Middle2,suggests,suggests,suggests,5,8,Content,0.31442677502010175,VERB
12,12Bw06,21,2,Bw06,Middle2,Middle2,that,that,that,6,4,Function,0.35775241807448954,SCONJ
12,12Bw07,22,2,Bw07,Middle2,Middle2,the,the,the,7,3,Function,0.3394762477892701,PRON
12,12Bw08,23,2,Bw08,Middle2,Middle2,degree,degree,degree,8,6,Content,0.17239625562899819,NOUN
12,12Bw09,24,2,Bw09,Middle2,Middle2,of,of,of,9,2,Function,null,ADP
12,12Bw10,25,2,Bw10,Middle2,Middle2,risk,risk,risk,10,4,Content,0.30382178302633717,NOUN
12,12Bw11,26,2,Bw11,Middle2,Middle2,may,may,may,11,3,Function,0.4003926781570702,AUX
12,12Bw12,27,2,Bw12,Middle2,Middle2,depend,depend,depend,12,6,Content,0.18414261350040326,VERB
12,12Bw13,28,2,Bw13,Middle2,Middle2,on,on,on,13,2,Function,0.2036307471059609,ADP
12,12Bw14,29,2,Bw14,Middle2,Middle2,where,where,where,14,5,Content,0.25342864987104974,SCONJ
12,12Bw15,30,2,Bw15,Middle2,Middle2,in,in,in,15,2,Function,0.3775939397267314,ADP
12,12Bw16,31,2,Bw16,Middle2,Middle2,the,the,the,16,3,Function,0.3505324982399773,PRON
12,12Bw17,32,2,Bw17,Middle2,Middle2,body,body,body,17,4,Content,0.17784481574251812,NOUN
12,12Bw18,33,2,Bw18,BEN-2,BEN-2,the,the,the,18,3,Function,0.3605269744075943,PRON
12,12Bw19,34,2,Bw19,BEN-1,BEN-1,fat,fat,fat,19,3,Content,0.25767989638915767,ADJ
12,12Bw20,35,2,Bw20,BEN,BEN,is.,is.,is,20,2,Content,0.35678329697851857,AUX
13,13Aw01,1,1,Aw01,Aw01,Aw01,In,In,In,1,2,Function,null,ADP
13,13Aw02,2,1,Aw02,Aw02,Aw02,"general,","general,",general,2,7,Content,null,ADJ
13,13Aw03,3,1,Aw03,Aw03,Aw03,any,any,any,3,3,Function,0.18848512932410624,INTJ
13,13Aw04,4,1,Aw04,Middle1,Middle1,exercise,exercise,exercise,4,8,Content,0.0902523486491124,NOUN
13,13Aw05,5,1,Aw05,AEN-2,AEN-2,improves,improves,improves,5,8,Content,0.11960417682267384,VERB
13,13Aw06,6,1,Aw06,AEN-1,AEN-1,our,our,our,6,3,Function,0.2158284551121935,PRON
13,13Aw07,7,1,Aw07,AEN,AEN,health.,health.,health,7,6,Content,0.25826115515599474,NOUN
13,13Bw01,8,2,Bw01,Bw01,Bw01,But,But,But,1,3,Function,null,CCONJ
13,13Bw02,9,2,Bw02,Bw02,Bw02,a,a,a,2,1,Function,null,INTJ
13,13Bw03,10,2,Bw03,Bw03,Bw03,wealth,wealth,wealth,3,6,Content,null,NOUN
13,13Bw04,11,2,Bw04,Middle2,Middle2,of,of,of,4,2,Function,null,ADP
13,13Bw05,12,2,Bw05,Middle2,Middle2,recent,recent,recent,5,6,Content,0.03509178849732043,ADJ
13,13Bw06,13,2,Bw06,Middle2,Middle2,science,science,science,6,7,Content,0.0827363107347371,NOUN
13,13Bw07,14,2,Bw07,Middle2,Middle2,and,and,and,7,3,Function,null,CCONJ
13,13Bw08,15,2,Bw08,Middle2,Middle2,personal,personal,personal,8,8,Content,0.28145261911182057,ADJ
13,13Bw09,16,2,Bw09,Middle2,Middle2,experience,experience,experience,9,10,Content,0.32095392077891194,NOUN
13,13Bw10,17,2,Bw10,Middle2,Middle2,indicate,indicate,indicate,10,8,Content,0.07043582713703127,VERB
13,13Bw11,18,2,Bw11,Middle2,Middle2,that,that,that,11,4,Function,0.3042198076209119,SCONJ
13,13Bw12,19,2,Bw12,Middle2,Middle2,different,different,different,12,9,Content,0.21421771674812023,ADJ
13,13Bw13,20,2,Bw13,Middle2,Middle2,people,people,people,13,6,Content,0.2641281683185956,NOUN
13,13Bw14,21,2,Bw14,Middle2,Middle2,can,can,can,14,3,Function,0.24988348686241402,AUX
13,13Bw15,22,2,Bw15,Middle2,Middle2,respond,respond,respond,15,7,Content,0.19790551573558737,VERB
13,13Bw16,23,2,Bw16,Middle2,Middle2,to,to,to,16,2,Function,null,ADP
13,13Bw17,24,2,Bw17,Middle2,Middle2,similar,similar,similar,17,7,Content,0.3554093190090257,ADJ
13,13Bw18,25,2,Bw18,Middle2,Middle2,exercise,exercise,exercise,18,8,Content,0.1830950121844238,NOUN
13,13Bw19,26,2,Bw19,Middle2,Middle2,routines,routines,routines,19,8,Content,0.18693703382366084,NOUN
13,13Bw20,27,2,Bw20,BEN-2,BEN-2,in,in,in,20,2,Function,0.3196413083575422,ADP
13,13Bw21,28,2,Bw21,BEN-1,BEN-1,different,different,different,21,9,Content,0.49205276260270997,ADJ
13,13Bw22,29,2,Bw22,BEN,BEN,ways.,ways.,ways,22,4,Content,0.305644562204317,NOUN
14,14Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,null,NOUN
14,14Aw02,2,1,Aw02,Aw02,Aw02,lifelong,lifelong,lifelong,2,8,Content,null,ADJ
14,14Aw03,3,1,Aw03,Aw03,Aw03,swimmer,swimmer,swimmer,3,7,Content,0.1134453770204774,NOUN
14,14Aw04,4,1,Aw04,Middle1,Middle1,leapt,leapt,leapt,4,5,Content,0.061438014317444674,ADJ
14,14Aw05,5,1,Aw05,Middle1,Middle1,into,into,into,5,4,Function,0.06270965687083811,ADP
14,14Aw06,6,1,Aw06,Middle1,Middle1,deep,deep,deep,6,4,Content,0.16835763610931195,ADJ
14,14Aw07,7,1,Aw07,Middle1,Middle1,water,water,water,7,5,Content,0.21418012801135985,NOUN
14,14Aw08,8,1,Aw08,Middle1,Middle1,near,near,near,8,4,Function,0.17215255606084226,ADV
14,14Aw09,9,1,Aw09,Middle1,Middle1,his,his,his,9,3,Function,0.2665847566497222,PRON
14,14Aw10,10,1,Aw10,Middle1,Middle1,lakeside,lakeside,lakeside,10,8,Content,0.2564776230080198,NOUN
14,14Aw11,11,1,Aw11,Middle1,Middle1,"home,","home,",home,11,4,Content,0.21135864985773642,NOUN
14,14Aw12,12,1,Aw12,Middle1,Middle1,and,and,and,12,3,Function,null,CCONJ
14,14Aw13,13,1,Aw13,Middle1,Middle1,was,was,was,13,3,Content,0.22068040746797102,AUX
14,14Aw14,14,1,Aw14,Middle1,Middle1,horrified,horrified,horrified,14,9,Content,0.20718015299560458,VERB
14,14Aw15,15,1,Aw15,Middle1,Middle1,to,to,to,15,2,Function,null,ADP
14,14Aw16,16,1,Aw16,Middle1,Middle1,find,find,find,16,4,Content,0.18275374090491572,VERB
14,14Aw17,17,1,Aw17,Middle1,Middle1,himself,himself,himself,17,7,Function,0.2506164235151425,PRON
14,14Aw18,18,1,Aw18,Middle1,Middle1,completely,completely,completely,18,10,Content,0.17757638700035577,ADV
14,14Aw19,19,1,Aw19,AEN-2,AEN-2,unable,unable,unable,19,6,Content,0.24737706866542808,ADJ
14,14Aw20,20,1,Aw20,AEN-1,AEN-1,to,to,to,20,2,Function,null,ADP
14,14Aw21,21,1,Aw21,AEN,AEN,swim.,swim.,swim,21,4,Content,0.454090403805528,NOUN
14,14Bw01,22,2,Bw01,Bw01,Bw01,Had,Had,Had,1,3,Content,null,VERB
14,14Bw02,23,2,Bw02,Bw02,Bw02,his,his,his,2,3,Function,0.2810761762884294,PRON
14,14Bw03,24,2,Bw03,Bw03,Bw03,wife,wife,wife,3,4,Content,0.12364192953207485,NOUN
14,14Bw04,25,2,Bw04,Middle2,Middle2,not,not,not,4,3,Content,0.2656611338555192,PART
14,14Bw05,26,2,Bw05,Middle2,Middle2,rescued,rescued,rescued,5,7,Content,0.13728960840549753,VERB
14,14Bw06,27,2,Bw06,Middle2,Middle2,"him,","him,",him,6,3,Function,0.3333679397101595,PRON
14,14Bw07,28,2,Bw07,Middle2,Middle2,he,he,he,7,2,Function,0.3987669044998947,PRON
14,14Bw08,29,2,Bw08,BEN-2,BEN-2,might,might,might,8,5,Function,0.32399562336919147,ADV
14,14Bw09,30,2,Bw09,BEN-1,BEN-1,have,have,have,9,4,Content,0.3770740327586971,VERB
14,14Bw10,31,2,Bw10,BEN,BEN,drowned.,drowned.,drowned,10,7,Content,0.41695647612204395,VERB
15,15Aw01,1,1,Aw01,Aw01,Aw01,Scientists,Scientists,Scientists,1,10,Content,null,NOUN
15,15Aw02,2,1,Aw02,Aw02,Aw02,have,have,have,2,4,Content,0.13752050792012646,VERB
15,15Aw03,3,1,Aw03,Aw03,Aw03,used,used,used,3,4,Content,0.10861042987966606,VERB
15,15Aw04,4,1,Aw04,Middle1,Middle1,genetically,genetically,genetically,4,11,Content,0.288589422922863,ADV
15,15Aw05,5,1,Aw05,Middle1,Middle1,reprogrammed,reprogrammed,reprogrammed,5,12,Content,0.3300274767800002,VERB
15,15Aw06,6,1,Aw06,Middle1,Middle1,bacteria,bacteria,bacteria,6,8,Content,0.3585537067321554,NOUN
15,15Aw07,7,1,Aw07,Middle1,Middle1,to,to,to,7,2,Function,null,ADP
15,15Aw08,8,1,Aw08,Middle1,Middle1,destroy,destroy,destroy,8,7,Content,0.24227203494862495,VERB
15,15Aw09,9,1,Aw09,AEN-2,AEN-2,tumors,tumors,tumors,9,6,Content,0.42682312888565227,NOUN
15,15Aw10,10,1,Aw10,AEN-1,AEN-1,in,in,in,10,2,Function,0.07544798240305838,ADP
15,15Aw11,11,1,Aw11,AEN,AEN,mice.,mice.,mice,11,4,Content,0.5699282827817496,NOUN
15,15Bw01,12,2,Bw01,Bw01,Bw01,The,The,The,1,3,Function,null,PRON
15,15Bw02,13,2,Bw02,Bw02,Bw02,innovative,innovative,innovative,2,10,Content,null,ADJ
15,15Bw03,14,2,Bw03,Bw03,Bw03,method,method,method,3,6,Content,0.2500101316332339,NOUN
15,15Bw04,15,2,Bw04,Middle2,Middle2,one,one,one,4,3,Function,0.10351954705800223,NUM
15,15Bw05,16,2,Bw05,Middle2,Middle2,day,day,day,5,3,Content,0.03484432289823395,NOUN
15,15Bw06,17,2,Bw06,Middle2,Middle2,may,may,may,6,3,Function,0.10123230091973245,AUX
15,15Bw07,18,2,Bw07,Middle2,Middle2,lead,lead,lead,7,4,Content,0.020545590443925652,NOUN
15,15Bw08,19,2,Bw08,Middle2,Middle2,to,to,to,8,2,Function,null,ADP
15,15Bw09,20,2,Bw09,Middle2,Middle2,cancer,cancer,cancer,9,6,Content,0.1388125071614397,NOUN
15,15Bw10,21,2,Bw10,Middle2,Middle2,therapies,therapies,therapies,10,9,Content,0.43630427533537514,NOUN
15,15Bw11,22,2,Bw11,Middle2,Middle2,that,that,that,11,4,Function,0.1868214992322321,SCONJ
15,15Bw12,23,2,Bw12,Middle2,Middle2,treat,treat,treat,12,5,Content,0.34601268065031293,NOUN
15,15Bw13,24,2,Bw13,Middle2,Middle2,the,the,the,13,3,Function,0.18769765222707852,PRON
15,15Bw14,25,2,Bw14,Middle2,Middle2,disease,disease,disease,14,7,Content,0.48524510483016925,NOUN
15,15Bw15,26,2,Bw15,Middle2,Middle2,more,more,more,15,4,Content,0.1956999727691936,ADJ
15,15Bw16,27,2,Bw16,Middle2,Middle2,"precisely,","precisely,",precisely,16,9,Content,0.16865177396516506,ADV
15,15Bw17,28,2,Bw17,Middle2,Middle2,without,without,without,17,7,Function,0.19324319452661953,ADP
15,15Bw18,29,2,Bw18,Middle2,Middle2,the,the,the,18,3,Function,0.2279084306499722,PRON
15,15Bw19,30,2,Bw19,Middle2,Middle2,side,side,side,19,4,Content,0.15157045785473108,NOUN
15,15Bw20,31,2,Bw20,Middle2,Middle2,effects,effects,effects,20,7,Content,0.306604640760651,NOUN
15,15Bw21,32,2,Bw21,BEN-2,BEN-2,of,of,of,21,2,Function,null,ADP
15,15Bw22,33,2,Bw22,BEN-1,BEN-1,conventional,conventional,conventional,22,12,Content,0.32404720829030004,ADJ
15,15Bw23,34,2,Bw23,BEN,BEN,drugs.,drugs.,drugs,23,5,Content,0.4215354692511562,NOUN
16,16Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,null,NOUN
16,16Aw02,2,1,Aw02,Aw02,Aw02,cluster,cluster,cluster,2,7,Content,null,NOUN
16,16Aw03,3,1,Aw03,Aw03,Aw03,of,of,of,3,2,Function,null,ADP
16,16Aw04,4,1,Aw04,Middle1,Middle1,police,police,police,4,6,Content,0.06768290304980024,NOUN
16,16Aw05,5,1,Aw05,Middle1,Middle1,suicides,suicides,suicides,5,8,Content,0.23716732923109146,NOUN
16,16Aw06,6,1,Aw06,Middle1,Middle1,has,has,has,6,3,Content,0.10943649947593134,VERB
16,16Aw07,7,1,Aw07,Middle1,Middle1,prompted,prompted,prompted,7,8,Content,0.1500449198493869,VERB
16,16Aw08,8,1,Aw08,Middle1,Middle1,leaders,leaders,leaders,8,7,Content,0.18195788439309235,NOUN
16,16Aw09,9,1,Aw09,Middle1,Middle1,to,to,to,9,2,Function,null,ADP
16,16Aw10,10,1,Aw10,Middle1,Middle1,plead,plead,plead,10,5,Content,0.10993164295381125,ADJ
16,16Aw11,11,1,Aw11,Middle1,Middle1,with,with,with,11,4,Function,0.2137091847907242,ADP
16,16Aw12,12,1,Aw12,Middle1,Middle1,troubled,troubled,troubled,12,8,Content,0.2808964320945453,ADJ
16,16Aw13,13,1,Aw13,Middle1,Middle1,officers,officers,officers,13,8,Content,0.4092000453298085,NOUN
16,16Aw14,14,1,Aw14,AEN-2,AEN-2,to,to,to,14,2,Function,null,ADP
16,16Aw15,15,1,Aw15,AEN-1,AEN-1,seek,seek,seek,15,4,Content,0.26386291645620263,VERB
16,16Aw16,16,1,Aw16,AEN,AEN,help.,help.,help,16,4,Content,0.3412824682203254,VERB
16,16Bw01,17,2,Bw01,Bw01,Bw01,But,But,But,1,3,Function,null,CCONJ
16,16Bw02,18,2,Bw02,BEN-2,Bw02,resistance,resistance,resistance,2,10,Content,null,NOUN
16,16Bw03,19,2,Bw03,BEN-1,Bw03,is,is,is,3,2,Content,0.08026295564913462,AUX
16,16Bw04,20,2,Bw04,BEN,BEN,strong.,strong.,strong,4,6,Content,0.24692296323381896,ADJ
17,17Aw01,1,1,Aw01,Aw01,Aw01,Positional,Positional,Positional,1,10,Content,null,ADJ
17,17Aw02,2,1,Aw02,Aw02,Aw02,vertigo,vertigo,vertigo,2,7,Content,0.2065601323924112,PROPN
17,17Aw03,3,1,Aw03,Aw03,Aw03,is,is,is,3,2,Content,0.020383602468078275,AUX
17,17Aw04,4,1,Aw04,Middle1,Middle1,a,a,a,4,1,Function,null,INTJ
17,17Aw05,5,1,Aw05,Middle1,Middle1,common,common,common,5,6,Content,0.16420505265644333,ADJ
17,17Aw06,6,1,Aw06,Middle1,Middle1,type,type,type,6,4,Content,0.3353219025985729,NOUN
17,17Aw07,7,1,Aw07,Middle1,Middle1,of,of,of,7,2,Function,null,ADP
17,17Aw08,8,1,Aw08,Middle1,Middle1,dizziness,dizziness,dizziness,8,9,Content,0.4411252714919816,NOUN
17,17Aw09,9,1,Aw09,Middle1,Middle1,that,that,that,9,4,Function,0.2370470031387448,SCONJ
17,17Aw10,10,1,Aw10,Middle1,Middle1,can,can,can,10,3,Function,0.21865946594083285,AUX
17,17Aw11,11,1,Aw11,Middle1,Middle1,be,be,be,11,2,Content,0.16583733252488397,AUX
17,17Aw12,12,1,Aw12,Middle1,Middle1,treated,treated,treated,12,7,Content,0.21383108450114288,VERB
17,17Aw13,13,1,Aw13,Middle1,Middle1,with,with,with,13,4,Function,0.2526054261138058,ADP
17,17Aw14,14,1,Aw14,AEN-2,AEN-2,a,a,a,14,1,Function,null,INTJ
17,17Aw15,15,1,Aw15,AEN-1,AEN-1,simple,simple,simple,15,6,Content,0.21870905749760494,ADJ
17,17Aw16,16,1,Aw16,AEN,AEN,maneuver.,maneuver.,maneuver,16,8,Content,0.1682440868756994,NOUN
17,17Bw01,17,2,Bw01,Bw01,Bw01,Vertigo,Vertigo,Vertigo,1,7,Content,null,NOUN
17,17Bw02,18,2,Bw02,Bw02,Bw02,is,is,is,2,2,Content,0.05128795570460251,AUX
17,17Bw03,19,2,Bw03,Bw03,Bw03,an,an,an,3,2,Function,0.188767353188601,PRON
17,17Bw04,20,2,Bw04,Middle2,Middle2,illusory,illusory,illusory,4,8,Content,0.11686080962664021,PROPN
17,17Bw05,21,2,Bw05,Middle2,Middle2,sensation,sensation,sensation,5,9,Content,0.2822115036448703,NOUN
17,17Bw06,22,2,Bw06,Middle2,Middle2,of,of,of,6,2,Function,null,ADP
17,17Bw07,23,2,Bw07,Middle2,Middle2,motion,motion,motion,7,6,Content,0.14645016418548826,NOUN
17,17Bw08,24,2,Bw08,Middle2,Middle2,that,that,that,8,4,Function,0.23074812023983626,SCONJ
17,17Bw09,25,2,Bw09,Middle2,Middle2,is,is,is,9,2,Content,0.32456792122346656,AUX
17,17Bw10,26,2,Bw10,Middle2,Middle2,often,often,often,10,5,Content,0.12854826483762824,ADV
17,17Bw11,27,2,Bw11,Middle2,Middle2,accompanied,accompanied,accompanied,11,11,Content,0.11059672831360298,VERB
17,17Bw12,28,2,Bw12,BEN-2,BEN-2,by,by,by,12,2,Function,0.2821597506513697,ADP
17,17Bw13,29,2,Bw13,BEN-1,BEN-1,intense,intense,intense,13,7,Content,0.27269576429923353,ADJ
17,17Bw14,30,2,Bw14,BEN,BEN,nausea.,nausea.,nausea,14,6,Content,0.33322592976993715,NOUN
18,18Aw01,1,1,Aw01,Aw01,Aw01,When,When,When,1,4,Content,null,SCONJ
18,18Aw02,2,1,Aw02,Aw02,Aw02,new,new,new,2,3,Content,0.15497870156068638,ADJ
18,18Aw03,3,1,Aw03,Aw03,Aw03,breast,breast,breast,3,6,Content,0.01992158607184974,NOUN
18,18Aw04,4,1,Aw04,Middle1,Middle1,cancer,cancer,cancer,4,6,Content,0.3806223910101539,NOUN
18,18Aw05,5,1,Aw05,Middle1,Middle1,drugs,drugs,drugs,5,5,Content,0.2068308270302715,NOUN
18,18Aw06,6,1,Aw06,Middle1,Middle1,come,come,come,6,4,Content,0.12974635162026105,VERB
18,18Aw07,7,1,Aw07,Middle1,Middle1,to,to,to,7,2,Function,null,ADP
18,18Aw08,8,1,Aw08,Middle1,Middle1,"market,","market,",market,8,6,Content,0.12591931957062144,NOUN
18,18Aw09,9,1,Aw09,Middle1,Middle1,there,there,there,9,5,Content,0.2501991150278121,ADV
18,18Aw10,10,1,Aw10,Middle1,Middle1,is,is,is,10,2,Content,0.23321924613894296,AUX
18,18Aw11,11,1,Aw11,Middle1,Middle1,little,little,little,11,6,Content,0.35306373441179806,ADJ
18,18Aw12,12,1,Aw12,Middle1,Middle1,data,data,data,12,4,Content,0.17048525833359227,NOUN
18,18Aw13,13,1,Aw13,Middle1,Middle1,to,to,to,13,2,Function,null,ADP
18,18Aw14,14,1,Aw14,Middle1,Middle1,indicate,indicate,indicate,14,8,Content,0.22327767831662862,VERB
18,18Aw15,15,1,Aw15,Middle1,Middle1,whether,whether,whether,15,7,Function,0.2942357311106965,SCONJ
18,18Aw16,16,1,Aw16,Middle1,Middle1,they,they,they,16,4,Function,0.41214408306692896,PRON
18,18Aw17,17,1,Aw17,Middle1,Middle1,are,are,are,17,3,Content,0.3623448406707077,AUX
18,18Aw18,18,1,Aw18,Middle1,Middle1,safe,safe,safe,18,4,Content,0.24959340683565662,ADJ
18,18Aw19,19,1,Aw19,Middle1,Middle1,or,or,or,19,2,Function,0.33859514574443217,CCONJ
18,18Aw20,20,1,Aw20,AEN-2,AEN-2,effective,effective,effective,20,9,Content,0.2618308299875606,ADJ
18,18Aw21,21,1,Aw21,AEN-1,AEN-1,in,in,in,21,2,Function,0.3461680371385039,ADP
18,18Aw22,22,1,Aw22,AEN,AEN,men.,men.,men,22,3,Content,0.21259539481972825,NOUN
18,18Bw01,23,2,Bw01,Bw01,Bw01,Some,Some,Some,1,4,Function,null,PRON
18,18Bw02,24,2,Bw02,Bw02,Bw02,new,new,new,2,3,Content,null,ADJ
18,18Bw03,25,2,Bw03,Bw03,Bw03,drugs,drugs,drugs,3,5,Content,0.06423329065590407,NOUN
18,18Bw04,26,2,Bw04,Middle2,Middle2,are,are,are,4,3,Content,0.1655725571903033,AUX
18,18Bw05,27,2,Bw05,Middle2,Middle2,approved,approved,approved,5,8,Content,0.19611018023915253,VERB
18,18Bw06,28,2,Bw06,BEN-2,BEN-2,only,only,only,6,4,Content,0.21806481605820494,ADV
18,18Bw07,29,2,Bw07,BEN-1,BEN-1,for,for,for,7,3,Function,0.3390905158305553,ADP
18,18Bw08,30,2,Bw08,BEN,BEN,women.,women.,women,8,5,Content,0.20973539588017454,NOUN
19,19Aw01,1,1,Aw01,Aw01,Aw01,Polio,Polio,Polio,1,5,Content,null,PROPN
19,19Aw02,2,1,Aw02,Aw02,Aw02,is,is,is,2,2,Content,0.006418136314488793,AUX
19,19Aw03,3,1,Aw03,Aw03,Aw03,an,an,an,3,2,Function,0.13102013553857403,PRON
19,19Aw04,4,1,Aw04,Middle1,Middle1,infectious,infectious,infectious,4,10,Content,0.2963880509551781,ADJ
19,19Aw05,5,1,Aw05,Middle1,Middle1,disease,disease,disease,5,7,Content,0.6068455509476842,NOUN
19,19Aw06,6,1,Aw06,Middle1,Middle1,that,that,that,6,4,Function,0.1938155074831809,SCONJ
19,19Aw07,7,1,Aw07,Middle1,Middle1,can,can,can,7,3,Function,0.20231083121776233,AUX
19,19Aw08,8,1,Aw08,Middle1,Middle1,spread,spread,spread,8,6,Content,0.27665922220656247,NOUN
