Passage,WordNo,NewID,Sentence,WP,WordNoPunctuation,Word,WordClass,SimilarityWithPrevious,PartOfSpeech
22,4,22Aw04,1,4,better,better,Content,,ADV
22,5,22Aw05,1,5,about,about,Function,,ADP
22,6,22Aw06,1,6,the,the,Function,,PRON
22,7,22Aw07,1,7,economy,economy.,Content,,NOUN
22,8,22Bw01,2,1,Or,Or,Function,,CCONJ
22,9,22Bw02,2,2,at,at,Function,,ADP
22,10,22Bw03,2,3,least,least,Content,,ADV
22,11,22Bw04,2,4,Republicans,Republicans,Content,,PROPN
22,12,22Bw05,2,5,are,are.,Content,,AUX
23,1,23Aw01,1,1,Parasites,Parasites,Content,,NOUN
23,2,23Aw02,1,2,are,are,Content,,AUX
23,3,23Aw03,1,3,a,a,Function,,INTJ
23,4,23Aw04,1,4,huge,huge,Content,,ADJ
23,5,23Aw05,1,5,force,force,Content,,NOUN
23,6,23Aw06,1,6,in,in,Function,,ADP
23,7,23Aw07,1,7,the,the,Function,,PRON
23,8,23Aw08,1,8,natural,natural,Content,,ADJ
23,9,23Aw09,1,9,world,world.,Content,,NOUN
23,10,23Bw01,2,1,For,For,Function,,ADP
23,11,23Bw02,2,2,the,the,Function,,PRON
23,12,23Bw03,2,3,most,most,Content,,ADJ
23,13,23Bw04,2,4,part,part,Content,,NOUN
23,14,23Bw05,2,5,they,they,Function,,PRON
23,15,23Bw06,2,6,simply,simply,Content,,ADV
23,16,23Bw07,2,7,feed,feed,Content,,VERB
23,17,23Bw08,2,8,on,on,Function,,ADP
23,18,23Bw09,2,9,their,their,Function,,PRON
23,19,23Bw10,2,10,hosts,hosts.,Content,,NOUN
24,1,24Aw01,1,1,There,There,Content,,ADV
24,2,24Aw02,1,2,should,should,Function,,AUX
24,3,24Aw03,1,3,be,be,Content,,AUX
24,4,24Aw04,1,4,no,no,Function,,INTJ
24,5,24Aw05,1,5,question,question,Content,,NOUN
24,6,24Aw06,1,6,that,that,Function,,SCONJ
24,7,24Aw07,1,7,autistic,autistic,Content,,ADJ
24,8,24Aw08,1,8,people,people,Content,,NOUN
24,9,24Aw09,1,9,need,need,Content,,NOUN
24,10,24Aw10,1,10,and,and,Function,,CCONJ
24,11,24Aw11,1,11,value,value,Content,,NOUN
24,12,24Aw12,1,12,social,social,Content,,ADJ
24,13,24Aw13,1,13,connections,connections.,Content,,NOUN
24,14,24Bw01,2,1,We,We,Function,,PRON
24,15,24Bw02,2,2,all,all,Function,,PRON
24,16,24Bw03,2,3,do,do.,Content,,VERB
25,1,25Aw01,1,1,Once,Once,Content,,SCONJ
25,2,25Aw02,1,2,upon,upon,Function,,SCONJ
25,3,25Aw03,1,3,a,a,Function,,INTJ
25,4,25Aw04,1,4,time,"time,",Content,,NOUN
25,5,25Aw05,1,5,the,the,Function,,PRON
25,6,25Aw06,1,6,sky,sky,Content,,NOUN
25,7,25Aw07,1,7,was,was,Content,,AUX
25,8,25Aw08,1,8,everything,everything,Content,,PRON
25,9,25Aw09,1,9,above,above,Function,,ADV
25,10,25Aw10,1,10,the,the,Function,,PRON
25,11,25Aw11,1,11,earth,"earth,",Content,,NOUN
25,12,25Aw12,1,12,which,which,Function,,PRON
25,13,25Aw13,1,13,lay,lay,Content,,PROPN
25,14,25Aw14,1,14,at,at,Function,,ADP
25,15,25Aw15,1,15,the,the,Function,,PRON
25,16,25Aw16,1,16,center,center,Content,,NOUN
25,17,25Aw17,1,17,of,of,Function,,ADP
25,18,25Aw18,1,18,human,human,Content,,ADJ
25,19,25Aw19,1,19,experience,experience.,Content,,NOUN
25,20,25Bw01,2,1,The,The,Function,,PRON
25,21,25Bw02,2,2,sky,sky,Content,,NOUN
25,22,25Bw03,2,3,was,was,Content,,AUX
25,23,25Bw04,2,4,the,the,Function,,PRON
25,24,25Bw05,2,5,place,place,Content,,NOUN
25,25,25Bw06,2,6,of,of,Function,,ADP
25,26,25Bw07,2,7,gods,gods.,Content,,INTJ
26,1,26Aw01,1,1,The,The,Function,,PRON
26,2,26Aw02,1,2,abundance,abundance,Content,,NOUN
26,3,26Aw03,1,3,of,of,Function,,ADP
26,4,26Aw04,1,4,uncontrolled,uncontrolled,Content,,ADJ
26,5,26Aw05,1,5,case,case,Content,,NOUN
26,6,26Aw06,1,6,studies,studies,Content,,NOUN
26,7,26Aw07,1,7,can,can,Function,,AUX
26,8,26Aw08,1,8,give,give,Content,,VERB
26,9,26Aw09,1,9,an,an,Function,,PRON
26,10,26Aw10,1,10,impression,impression,Content,,NOUN
26,11,26Aw11,1,11,that,that,Function,,SCONJ
26,12,26Aw12,1,12,a,a,Function,,INTJ
26,13,26Aw13,1,13,single,single,Content,,ADJ
26,14,26Aw14,1,14,dietary,dietary,Content,,NOUN
26,15,26Aw15,1,15,item,"item,",Content,,NOUN
26,16,26Aw16,1,16,like,like,Function,,INTJ
26,17,26Aw17,1,17,juice,"juice,",Content,,NOUN
26,18,26Aw18,1,18,is,is,Content,,AUX
26,19,26Aw19,1,19,linked,linked,Content,,VERB
26,20,26Aw20,1,20,with,with,Function,,ADP
26,21,26Aw21,1,21,obesity,obesity.,Content,,NOUN
26,22,26Bw01,2,1,But,But,Function,,CCONJ
26,23,26Bw02,2,2,they,they,Function,,PRON
26,24,26Bw03,2,3,cannot,cannot,Function,,INTJ
26,25,26Bw04,2,4,determine,determine,Content,,NOUN
26,26,26Bw05,2,5,cause,cause,Content,,NOUN
26,27,26Bw06,2,6,and,and,Function,,CCONJ
26,28,26Bw07,2,7,effect,effect.,Content,,NOUN
27,1,27Aw01,1,1,Americans,Americans,Content,,PROPN
27,2,27Aw02,1,2,are,are,Content,,AUX
27,3,27Aw03,1,3,having,having,Content,,VERB
27,4,27Aw04,1,4,fewer,fewer,Content,,ADJ
27,5,27Aw05,1,5,babies,babies.,Content,,NOUN
27,6,27Bw01,2,1,At,At,Function,,ADP
27,7,27Bw02,2,2,first,"first,",Content,,ADJ
27,8,27Bw03,2,3,researchers,researchers,Content,,NOUN
27,9,27Bw04,2,4,thought,thought,Content,,NOUN
27,10,27Bw05,2,5,the,the,Function,,PRON
27,11,27Bw06,2,6,declining,declining,Content,,VERB
27,12,27Bw07,2,7,fertility,fertility,Content,,NOUN
27,13,27Bw08,2,8,rate,rate,Content,,NOUN
27,14,27Bw09,2,9,was,was,Content,,AUX
27,15,27Bw10,2,10,because,because,Function,,SCONJ
27,16,27Bw11,2,11,of,of,Function,,ADP
27,17,27Bw12,2,12,the,the,Function,,PRON
27,18,27Bw13,2,13,recession,"recession,",Content,,NOUN
27,19,27Bw14,2,14,but,but,Function,,CCONJ
27,20,27Bw15,2,15,it,it,Function,,PRON
27,21,27Bw16,2,16,kept,kept,Content,,VERB
27,22,27Bw17,2,17,falling,falling,Content,,VERB
27,23,27Bw18,2,18,even,even,Content,,ADV
27,24,27Bw19,2,19,as,as,Function,,ADP
27,25,27Bw20,2,20,the,the,Function,,PRON
27,26,27Bw21,2,21,economy,economy,Content,,NOUN
27,27,27Bw22,2,22,recovered,recovered.,Content,,VERB
28,1,28Aw01,1,1,New,New,Content,,PROPN
28,2,28Aw02,1,2,research,research,Content,,NOUN
28,3,28Aw03,1,3,suggests,suggests,Content,,VERB
28,4,28Aw04,1,4,that,that,Function,,SCONJ
28,5,28Aw05,1,5,more,more,Content,,ADJ
28,6,28Aw06,1,6,money,money,Content,,NOUN
28,7,28Aw07,1,7,really,really,Content,,ADV
28,8,28Aw08,1,8,does,does,Content,,VERB
28,9,28Aw09,1,9,lead,lead,Content,,NOUN
28,10,28Aw10,1,10,to,to,Function,,ADP
28,11,28Aw11,1,11,a,a,Function,,INTJ
28,12,28Aw12,1,12,more,more,Content,,ADJ
28,13,28Aw13,1,13,satisfying,satisfying,Content,,ADJ
28,14,28Aw14,1,14,life,life.,Content,,NOUN
28,15,28Bw01,2,1,Surveys,Surveys,Content,,NOUN
28,16,28Bw02,2,2,of,of,Function,,ADP
28,17,28Bw03,2,3,thousands,thousands,Content,,NOUN
28,18,28Bw04,2,4,of,of,Function,,ADP
28,19,28Bw05,2,5,Swedish,Swedish,Content,,PROPN
28,20,28Bw06,2,6,lottery,lottery,Content,,NOUN
28,21,28Bw07,2,7,winners,winners,Content,,NOUN
28,22,28Bw08,2,8,have,have,Content,,VERB
28,23,28Bw09,2,9,provided,provided,Content,,VERB
28,24,28Bw10,2,10,persuasive,persuasive,Content,,ADJ
28,25,28Bw11,2,11,evidence,evidence,Content,,NOUN
28,26,28Bw12,2,12,of,of,Function,,ADP
28,27,28Bw13,2,13,this,this,Function,,PRON
28,28,28Bw14,2,14,truth,truth.,Content,,NOUN
29,1,29Aw01,1,1,Milan,Milan,Content,,PROPN
29,2,29Aw02,1,2,has,has,Content,,VERB
29,3,29Aw03,1,3,no,no,Function,,INTJ
29,4,29Aw04,1,4,sea,sea.,Content,,NOUN
29,5,29Bw01,2,1,It,It,Function,,PRON
29,6,29Bw02,2,2,has,has,Content,,VERB
29,7,29Bw03,2,3,no,no,Function,,INTJ
29,8,29Bw04,2,4,river,river,Content,,NOUN
29,9,29Bw05,2,5,or,or,Function,,CCONJ
29,10,29Bw06,2,6,lake,"lake,",Content,,PROPN
29,11,29Bw07,2,7,just,just,Content,,ADV
29,12,29Bw08,2,8,a,a,Function,,INTJ
29,13,29Bw09,2,9,few,few,Content,,ADJ
29,14,29Bw10,2,10,ebbing,ebbing,Content,,VERB
29,15,29Bw11,2,11,canals,canals.,Content,,NOUN
30,1,30Aw01,1,1,Morality,Morality,Content,,NOUN
30,2,30Aw02,1,2,exists,exists,Content,,VERB
30,3,30Aw03,1,3,only,only,Content,,ADV
30,4,30Aw04,1,4,because,because,Function,,SCONJ
30,5,30Aw05,1,5,we,we,Function,,PRON
30,6,30Aw06,1,6,evolved,evolved,Content,,VERB
30,7,30Aw07,1,7,the,the,Function,,PRON
30,8,30Aw08,1,8,capacity,capacity,Content,,NOUN
30,9,30Aw09,1,9,to,to,Function,,ADP
30,10,30Aw10,1,10,empathize,empathize.,Content,,VERB
30,11,30Bw01,2,1,And,And,Function,,CCONJ
30,12,30Bw02,2,2,empathy,empathy,Content,,NOUN
30,13,30Bw03,2,3,provides,provides,Content,,NOUN
30,14,30Bw04,2,4,the,the,Function,,PRON
30,15,30Bw05,2,5,best,best,Content,,ADJ
30,16,30Bw06,2,6,guide,guide,Content,,NOUN
30,17,30Bw07,2,7,to,to,Function,,ADP
30,18,30Bw08,2,8,moral,moral,Content,,ADJ
30,19,30Bw09,2,9,action,action.,Content,,NOUN
31,1,31Aw01,1,1,Story,Story,Content,,NOUN
31,2,31Aw02,1,2,creates,creates,Content,,NOUN
31,3,31Aw03,1,3,culture,culture.,Content,,NOUN
31,4,31Bw01,2,1,It,It,Function,,PRON
31,5,31Bw02,2,2,teaches,teaches,Content,,NOUN
31,6,31Bw03,2,3,us,us,Function,,PRON
31,7,31Bw04,2,4,to,to,Function,,ADP
31,8,31Bw05,2,5,feel,"feel,",Content,,VERB
31,9,31Bw06,2,6,think,think,Content,,VERB
31,10,31Bw07,2,7,and,and,Function,,CCONJ
31,11,31Bw08,2,8,behave,behave,Content,,VERB
31,12,31Bw09,2,9,in,in,Function,,ADP
31,13,31Bw10,2,10,ways,ways,Content,,NOUN
31,14,31Bw11,2,11,generally,generally,Content,,ADV
31,15,31Bw12,2,12,approved,approved,Content,,VERB
31,16,31Bw13,2,13,of,of,Function,,ADP
31,17,31Bw14,2,14,by,by,Function,,ADP
31,18,31Bw15,2,15,those,those,Function,,PRON
31,19,31Bw16,2,16,around,around,Function,,ADP
31,20,31Bw17,2,17,us,us.,Function,,PRON
32,1,32Aw01,1,1,Hospitals,Hospitals,Content,,NOUN
32,2,32Aw02,1,2,are,are,Content,,AUX
32,3,32Aw03,1,3,often,often,Content,,ADV
32,4,32Aw04,1,4,thought,thought,Content,,NOUN
32,5,32Aw05,1,5,of,of,Function,,ADP
32,6,32Aw06,1,6,as,as,Function,,ADP
32,7,32Aw07,1,7,the,the,Function,,PRON
32,8,32Aw08,1,8,hubs,hubs,Content,,NOUN
32,9,32Aw09,1,9,of,of,Function,,ADP
32,10,32Aw10,1,10,our,our,Function,,PRON
32,11,32Aw11,1,11,health,health,Content,,NOUN
32,12,32Aw12,1,12,care,care,Content,,NOUN
32,13,32Aw13,1,13,system,system.,Content,,NOUN
32,14,32Bw01,2,1,But,But,Function,,CCONJ
32,15,32Bw02,2,2,hospital,hospital,Content,,NOUN
32,16,32Bw03,2,3,closings,closings,Content,,NOUN
32,17,32Bw04,2,4,are,are,Content,,AUX
32,18,32Bw05,2,5,rising,"rising,",Content,,NOUN
32,19,32Bw06,2,6,particularly,particularly,Content,,ADV
32,20,32Bw07,2,7,in,in,Function,,ADP
32,21,32Bw08,2,8,some,some,Function,,PRON
32,22,32Bw09,2,9,types,types,Content,,NOUN
32,23,32Bw10,2,10,of,of,Function,,ADP
32,24,32Bw11,2,11,communities,communities.,Content,,NOUN
33,1,33Aw01,1,1,Two,Two,Function,,NUM
33,2,33Aw02,1,2,sexes,sexes,Content,,NOUN
33,3,33Aw03,1,3,have,have,Content,,VERB
33,4,33Aw04,1,4,never,never,Content,,ADV
33,5,33Aw05,1,5,been,been,Content,,AUX
33,6,33Aw06,1,6,enough,enough,Content,,ADJ
33,7,33Aw07,1,7,to,to,Function,,ADP
33,8,33Aw08,1,8,describe,describe,Content,,VERB
33,9,33Aw09,1,9,human,human,Content,,ADJ
33,10,33Aw10,1,10,variety,variety.,Content,,NOUN
33,11,33Bw01,2,1,Not,Not,Content,,PART
33,12,33Bw02,2,2,in,in,Function,,ADP
33,13,33Bw03,2,3,biblical,biblical,Content,,ADJ
33,14,33Bw04,2,4,times,times,Content,,NOUN
33,15,33Bw05,2,5,and,and,Function,,CCONJ
33,16,33Bw06,2,6,not,not,Content,,PART
33,17,33Bw07,2,7,now,now.,Content,,ADV
34,1,34Aw01,1,1,The,The,Function,,PRON
34,2,34Aw02,1,2,biggest,biggest,Content,,ADJ
34,3,34Aw03,1,3,racial,racial,Content,,ADJ
34,4,34Aw04,1,4,preferences,preferences,Content,,NOUN
34,5,34Aw05,1,5,in,in,Function,,ADP
34,6,34Aw06,1,6,this,this,Function,,PRON
34,7,34Aw07,1,7,country,country,Content,,NOUN
34,8,34Aw08,1,8,have,have,Content,,VERB
34,9,34Aw09,1,9,nothing,nothing,Content,,PRON
34,10,34Aw10,1,10,to,to,Function,,ADP
34,11,34Aw11,1,11,do,do,Content,,VERB
34,12,34Aw12,1,12,with,with,Function,,ADP
34,13,34Aw13,1,13,college,college,Content,,NOUN
34,14,34Aw14,1,14,admissions,admissions,Content,,NOUN
34,15,34Aw15,1,15,or,or,Function,,CCONJ
34,16,34Aw16,1,16,job,job,Content,,NOUN
34,17,34Aw17,1,17,offers,offers.,Content,,NOUN
34,18,34Bw01,2,1,They,They,Function,,PRON
34,19,34Bw02,2,2,have,have,Content,,VERB
34,20,34Bw03,2,3,to,to,Function,,ADP
34,21,34Bw04,2,4,do,do,Content,,VERB
34,22,34Bw05,2,5,with,with,Function,,ADP
34,23,34Bw06,2,6,political,political,Content,,ADJ
34,24,34Bw07,2,7,power,power.,Content,,NOUN
35,1,35Aw01,1,1,Businesses,Businesses,Content,,NOUN
35,2,35Aw02,1,2,can,can,Function,,AUX
35,3,35Aw03,1,3,deliver,deliver,Content,,VERB
35,4,35Aw04,1,4,everything,everything,Content,,PRON
35,5,35Aw05,1,5,on,on,Function,,ADP
35,6,35Aw06,1,6,demand,"demand,",Content,,NOUN
35,7,35Aw07,1,7,from,from,Function,,ADP
35,8,35Aw08,1,8,dinner,dinner,Content,,NOUN
35,9,35Aw09,1,9,to,to,Function,,ADP
35,10,35Aw10,1,10,dry,dry,Content,,ADJ
35,11,35Aw11,1,11,cleaning,cleaning.,Content,,NOUN
35,12,35Bw01,2,1,Some,Some,Function,,PRON
35,13,35Bw02,2,2,will,will,Function,,AUX
35,14,35Bw03,2,3,even,even,Content,,ADV
35,15,35Bw04,2,4,show,show,Content,,NOUN
35,16,35Bw05,2,5,up,up,Function,,NOUN
35,17,35Bw06,2,6,at,at,Function,,ADP
35,18,35Bw07,2,7,your,your,Function,,PRON
35,19,35Bw08,2,8,door,door,Content,,NOUN
35,20,35Bw09,2,9,to,to,Function,,ADP
35,21,35Bw10,2,10,give,give,Content,,VERB
35,22,35Bw11,2,11,you,you,Function,,PRON
35,23,35Bw12,2,12,cupcakes,cupcakes,Content,,NOUN
35,24,35Bw13,2,13,or,or,Function,,CCONJ
35,25,35Bw14,2,14,walk,walk,Content,,VERB
35,26,35Bw15,2,15,your,your,Function,,PRON
35,27,35Bw16,2,16,dog,dog.,Content,,NOUN
36,1,36Aw01,1,1,Planning,Planning,Content,,NOUN
36,2,36Aw02,1,2,for,for,Function,,ADP
36,3,36Aw03,1,3,vacation,vacation,Content,,NOUN
36,4,36Aw04,1,4,is,is,Content,,AUX
36,5,36Aw05,1,5,fun,fun.,Content,,ADJ
36,6,36Bw01,2,1,We,We,Function,,PRON
36,7,36Bw02,2,2,make,make,Content,,VERB
36,8,36Bw03,2,3,lists,lists,Content,,NOUN
36,9,36Bw04,2,4,of,of,Function,,ADP
36,10,36Bw05,2,5,clothes,clothes,Content,,NOUN
36,11,36Bw06,2,6,to,to,Function,,ADP
36,12,36Bw07,2,7,pack,pack,Content,,NOUN
36,13,36Bw08,2,8,and,and,Function,,CCONJ
36,14,36Bw09,2,9,museums,museums,Content,,NOUN
36,15,36Bw10,2,10,to,to,Function,,ADP
36,16,36Bw11,2,11,visit,"visit,",Content,,NOUN
36,17,36Bw12,2,12,anticipating,anticipating,Content,,VERB
36,18,36Bw13,2,13,the,the,Function,,PRON
36,19,36Bw14,2,14,relaxation,relaxation,Content,,NOUN
36,20,36Bw15,2,15,and,and,Function,,CCONJ
36,21,36Bw16,2,16,fun,fun,Content,,ADJ
36,22,36Bw17,2,17,to,to,Function,,ADP
36,23,36Bw18,2,18,come,come.,Content,,VERB
37,1,37Aw01,1,1,Certain,Certain,Content,,ADJ
37,2,37Aw02,1,2,types,types,Content,,NOUN
37,3,37Aw03,1,3,of,of,Function,,ADP
37,4,37Aw04,1,4,wine,wine,Content,,NOUN
37,5,37Aw05,1,5,seem,seem,Content,,VERB
37,6,37Aw06,1,6,incapable,incapable,Content,,ADJ
37,7,37Aw07,1,7,of,of,Function,,ADP
37,8,37Aw08,1,8,winning,winning,Content,,VERB
37,9,37Aw09,1,9,popular,popular,Content,,ADJ
37,10,37Aw10,1,10,acceptance,acceptance.,Content,,NOUN
37,11,37Bw01,2,1,Riesling,Riesling,Content,,PROPN
37,12,37Bw02,2,2,is,is,Content,,AUX
37,13,37Bw03,2,3,one,"one,",Function,,NUM
37,14,37Bw04,2,4,particularly,particularly,Content,,ADV
37,15,37Bw05,2,5,in,in,Function,,ADP
37,16,37Bw06,2,6,its,its,Function,,PRON
37,17,37Bw07,2,7,moderately,moderately,Content,,ADV
37,18,37Bw08,2,8,sweet,sweet,Content,,ADJ
37,19,37Bw09,2,9,form,form.,Content,,NOUN
38,1,38Aw01,1,1,Bankers,Bankers,Content,,NOUN
38,2,38Aw02,1,2,kept,kept,Content,,VERB
38,3,38Aw03,1,3,their,their,Function,,PRON
38,4,38Aw04,1,4,name,name,Content,,NOUN
38,5,38Aw05,1,5,tags,tags,Content,,NOUN
38,6,38Aw06,1,6,obscured,obscured,Content,,VERB
38,7,38Aw07,1,7,behind,behind,Function,,ADP
38,8,38Aw08,1,8,ties,ties.,Content,,NOUN
38,9,38Bw01,2,1,Many,Many,Content,,ADJ
38,10,38Bw02,2,2,tried,tried,Content,,VERB
38,11,38Bw03,2,3,to,to,Function,,ADP
38,12,38Bw04,2,4,keep,keep,Content,,VERB
38,13,38Bw05,2,5,a,a,Function,,INTJ
38,14,38Bw06,2,6,low,low,Content,,ADJ
38,15,38Bw07,2,7,profile,profile,Content,,NOUN
38,16,38Bw08,2,8,and,and,Function,,CCONJ
38,17,38Bw09,2,9,avoided,avoided,Content,,VERB
38,18,38Bw10,2,10,talking,talking,Content,,VERB
38,19,38Bw11,2,11,to,to,Function,,ADP
38,20,38Bw12,2,12,the,the,Function,,PRON
38,21,38Bw13,2,13,news,news,Content,,NOUN
38,22,38Bw14,2,14,media,media.,Content,,NOUN
39,1,39Aw01,1,1,Hollywood,Hollywood,Content,,PROPN
39,2,39Aw02,1,2,executives,executives,Content,,NOUN
39,3,39Aw03,1,3,are,are,Content,,AUX
39,4,39Aw04,1,4,not,not,Content,,PART
39,5,39Aw05,1,5,so,so,Content,,ADV
39,6,39Aw06,1,6,different,different,Content,,ADJ
39,7,39Aw07,1,7,from,from,Function,,ADP
39,8,39Aw08,1,8,the,the,Function,,PRON
39,9,39Aw09,1,9,stars,stars,Content,,NOUN
39,10,39Aw10,1,10,they,they,Function,,PRON
39,11,39Aw11,1,11,employ,employ.,Content,,VERB
39,12,39Bw01,2,1,They,They,Function,,PRON
39,13,39Bw02,2,2,want,want,Content,,VERB
39,14,39Bw03,2,3,to,to,Function,,ADP
39,15,39Bw04,2,4,be,be,Content,,AUX
39,16,39Bw05,2,5,seen,seen,Content,,VERB
39,17,39Bw06,2,6,in,in,Function,,ADP
39,18,39Bw07,2,7,the,the,Function,,PRON
39,19,39Bw08,2,8,right,right,Content,,INTJ
39,20,39Bw09,2,9,booths,booths,Content,,NOUN
39,21,39Bw10,2,10,at,at,Function,,ADP
39,22,39Bw11,2,11,the,the,Function,,PRON
39,23,39Bw12,2,12,right,right,Content,,INTJ
39,24,39Bw13,2,13,restaurants,restaurants.,Content,,NOUN
40,1,40Aw01,1,1,The,The,Function,,PRON
40,2,40Aw02,1,2,more,more,Content,,ADJ
40,3,40Aw03,1,3,we,we,Function,,PRON
40,4,40Aw04,1,4,learn,learn,Content,,VERB
40,5,40Aw05,1,5,about,about,Function,,ADP
40,6,40Aw06,1,6,how,how,Content,,SCONJ
40,7,40Aw07,1,7,people,people,Content,,NOUN
40,8,40Aw08,1,8,really,really,Content,,ADV
40,9,40Aw09,1,9,think,"think,",Content,,VERB
40,10,40Aw10,1,10,the,the,Function,,PRON
40,11,40Aw11,1,11,more,more,Content,,ADJ
40,12,40Aw12,1,12,we,we,Function,,PRON
40,13,40Aw13,1,13,must,must,Function,,INTJ
40,14,40Aw14,1,14,rethink,rethink,Content,,NOUN
40,15,40Aw15,1,15,economic,economic,Content,,ADJ
40,16,40Aw16,1,16,theory,theory.,Content,,NOUN
40,17,40Bw01,2,1,Changes,Changes,Content,,NOUN
40,18,40Bw02,2,2,in,in,Function,,ADP
40,19,40Bw03,2,3,fundamental,fundamental,Content,,ADJ
40,20,40Bw04,2,4,beliefs,beliefs,Content,,NOUN
40,21,40Bw05,2,5,play,play,Content,,NOUN
40,22,40Bw06,2,6,a,a,Function,,INTJ
40,23,40Bw07,2,7,major,major,Content,,ADJ
40,24,40Bw08,2,8,role,role,Content,,NOUN
40,25,40Bw09,2,9,in,in,Function,,ADP
40,26,40Bw10,2,10,the,the,Function,,PRON
40,27,40Bw11,2,11,fluctuations,fluctuations,Content,,NOUN
40,28,40Bw12,2,12,of,of,Function,,ADP
40,29,40Bw13,2,13,the,the,Function,,PRON
40,30,40Bw14,2,14,economy,economy.,Content,,NOUN
41,1,41Aw01,1,1,History,History,Content,,NOUN
41,2,41Aw02,1,2,suggests,suggests,Content,,VERB
41,3,41Aw03,1,3,that,that,Function,,SCONJ
41,4,41Aw04,1,4,the,the,Function,,PRON
41,5,41Aw05,1,5,world,world,Content,,NOUN
41,6,41Aw06,1,6,is,is,Content,,AUX
41,7,41Aw07,1,7,about,about,Function,,ADP
41,8,41Aw08,1,8,due,due,Content,,ADJ
41,9,41Aw09,1,9,for,for,Function,,ADP
41,10,41Aw10,1,10,another,another,Function,,PRON
41,11,41Aw11,1,11,financial,financial,Content,,ADJ
41,12,41Aw12,1,12,crisis,crisis.,Content,,NOUN
41,13,41Bw01,2,1,One,One,Function,,NUM
41,14,41Bw02,2,2,of,of,Function,,ADP
41,15,41Bw03,2,3,the,the,Function,,PRON
41,16,41Bw04,2,4,places,places,Content,,NOUN
41,17,41Bw05,2,5,it,it,Function,,PRON
41,18,41Bw06,2,6,might,might,Function,,ADV
41,19,41Bw07,2,7,start,"start,",Content,,VERB
41,20,41Bw08,2,8,according,according,Content,,VERB
41,21,41Bw09,2,9,to,to,Function,,ADP
41,22,41Bw10,2,10,a,a,Function,,INTJ
41,23,41Bw11,2,11,growing,growing,Content,,VERB
41,24,41Bw12,2,12,number,number,Content,,NOUN
41,25,41Bw13,2,13,of,of,Function,,ADP
41,26,41Bw14,2,14,indicators,"indicators,",Content,,NOUN
41,27,41Bw15,2,15,is,is,Content,,AUX
41,28,41Bw16,2,16,Italy,Italy.,Content,,PROPN
42,1,42Aw01,1,1,Few,Few,Content,,ADJ
42,2,42Aw02,1,2,doubt,doubt,Content,,NOUN
42,3,42Aw03,1,3,that,that,Function,,SCONJ
42,4,42Aw04,1,4,energy,energy,Content,,NOUN
42,5,42Aw05,1,5,has,has,Content,,VERB
42,6,42Aw06,1,6,improved,improved,Content,,VERB
42,7,42Aw07,1,7,lives,lives,Content,,NOUN
42,8,42Aw08,1,8,and,and,Function,,CCONJ
42,9,42Aw09,1,9,enabled,enabled,Content,,VERB
42,10,42Aw10,1,10,human,human,Content,,ADJ
42,11,42Aw11,1,11,progress,progress.,Content,,NOUN
42,12,42Bw01,2,1,Yet,Yet,Content,,ADV
42,13,42Bw02,2,2,one,one,Function,,NUM
42,14,42Bw03,2,3,of,of,Function,,ADP
42,15,42Bw04,2,4,the,the,Function,,PRON
42,16,42Bw05,2,5,biggest,biggest,Content,,ADJ
42,17,42Bw06,2,6,challenges,challenges,Content,,NOUN
42,18,42Bw07,2,7,facing,facing,Content,,VERB
42,19,42Bw08,2,8,the,the,Function,,PRON
42,20,42Bw09,2,9,world,world,Content,,NOUN
42,21,42Bw10,2,10,is,is,Content,,AUX
42,22,42Bw11,2,11,the,the,Function,,PRON
42,23,42Bw12,2,12,polarized,polarized,Content,,VERB
42,24,42Bw13,2,13,debate,debate,Content,,NOUN
42,25,42Bw14,2,14,over,over,Function,,ADP
42,26,42Bw15,2,15,the,the,Function,,PRON
42,27,42Bw16,2,16,future,future,Content,,NOUN
42,28,42Bw17,2,17,of,of,Function,,ADP
42,29,42Bw18,2,18,energy,energy.,Content,,NOUN
43,1,43Aw01,1,1,Dance,Dance,Content,,NOUN
43,2,43Aw02,1,2,is,is,Content,,AUX
43,3,43Aw03,1,3,about,about,Function,,ADP
43,4,43Aw04,1,4,change,change.,Content,,NOUN
43,5,43Bw01,2,1,The,The,Function,,PRON
43,6,43Bw02,2,2,body,body,Content,,NOUN
43,7,43Bw03,2,3,keeps,keeps,Content,,VERB
43,8,43Bw04,2,4,altering,altering,Content,,VERB
43,9,43Bw05,2,5,its,its,Function,,PRON
43,10,43Bw06,2,6,shape,shape,Content,,NOUN
43,11,43Bw07,2,7,while,while,Function,,SCONJ
43,12,43Bw08,2,8,we,we,Function,,PRON
43,13,43Bw09,2,9,watch,watch,Content,,VERB
43,14,43Bw10,2,10,it,it,Function,,PRON
43,15,43Bw11,2,11,move,move.,Content,,VERB
44,1,44Aw01,1,1,Plants,Plants,Content,,NOUN
44,2,44Aw02,1,2,have,have,Content,,VERB
44,3,44Aw03,1,3,no,no,Function,,INTJ
44,4,44Aw04,1,4,eyes,"eyes,",Content,,NOUN
44,5,44Aw05,1,5,no,no,Function,,INTJ
44,6,44Aw06,1,6,ears,"ears,",Content,,NOUN
44,7,44Aw07,1,7,no,no,Function,,INTJ
44,8,44Aw08,1,8,mouth,mouth,Content,,NOUN
44,9,44Aw09,1,9,and,and,Function,,CCONJ
44,10,44Aw10,1,10,no,no,Function,,INTJ
