Passage,NewID,Word,WordWithPunctuation,WordNoPunctuation,WordClass,PartOfSpeech,CosineSimilarity,CosineSimilarity_Normalized
15,15Bw07,lead,lead,lead,Content,VERB,0.12225023,0.12431198
15,15Bw08,to,to,to,Function,ADP,null,null
15,15Bw09,cancer,cancer,cancer,Content,NOUN,0.4037546,0.3679168
15,15Bw10,therapies,therapies,therapies,Content,NOUN,0.47409615,0.45250744
15,15Bw11,that,that,that,Function,PRON,0.25686738,0.31934878
15,15Bw12,treat,treat,treat,Content,VERB,0.35370344,0.3799188
15,15Bw13,the,the,the,Function,DET,0.14947747,0.21385661
15,15Bw14,disease,disease,disease,Content,NOUN,0.5444909,0.5093447
15,15Bw15,more,more,more,Content,ADV,0.18725519,0.22036728
15,15Bw16,"precisely,","precisely,",precisely,Content,ADV,0.24617128,0.26511407
15,15Bw17,without,without,without,Function,ADP,0.16966668,0.21842353
15,15Bw18,the,the,the,Function,DET,0.1737726,0.24330384
15,15Bw19,side,side,side,Content,ADJ,0.13104871,0.15584528
15,15Bw20,effects,effects,effects,Content,NOUN,0.30607516,0.3105481
15,15Bw21,of,of,of,Function,ADP,null,null
15,15Bw22,conventional,conventional,conventional,Content,ADJ,0.31613,0.3345205
15,15Bw23,drugs.,drugs.,drugs,Content,NOUN,0.38451892,0.3760702
16,16Aw01,A,A,A,Function,DET,null,null
16,16Aw02,cluster,cluster,cluster,Content,NOUN,null,null
16,16Aw03,of,of,of,Function,ADP,null,null
16,16Aw04,police,police,police,Content,NOUN,0.0676829,0.06768291
16,16Aw05,suicides,suicides,suicides,Content,NOUN,0.23716734,0.23518322
16,16Aw06,has,has,has,Content,AUX,0.10943649,0.107626595
16,16Aw07,prompted,prompted,prompted,Content,VERB,0.15004492,0.15924557
16,16Aw08,leaders,leaders,leaders,Content,NOUN,0.18195789,0.191841
16,16Aw09,to,to,to,Function,PART,null,null
16,16Aw10,plead,plead,plead,Content,VERB,0.10993163,0.11021724
16,16Aw11,with,with,with,Function,ADP,0.21370918,0.24990287
16,16Aw12,troubled,troubled,troubled,Content,ADJ,0.28089643,0.27477792
16,16Aw13,officers,officers,officers,Content,NOUN,0.40919998,0.4176219
16,16Aw14,to,to,to,Function,PART,null,null
16,16Aw15,seek,seek,seek,Content,VERB,0.2638629,0.25092345
16,16Aw16,help.,help.,help,Content,NOUN,0.34128246,0.3516683
16,16Bw01,But,But,But,Function,CCONJ,0.21388732,0.22592388
16,16Bw02,resistance,resistance,resistance,Content,NOUN,0.12416286,0.13379464
16,16Bw03,is,is,is,Content,AUX,0.18914424,0.21454725
16,16Bw04,strong.,strong.,strong,Content,ADJ,0.19807598,0.21277253
17,17Aw01,Positional,Positional,Positional,Content,ADJ,null,null
17,17Aw02,vertigo,vertigo,vertigo,Content,NOUN,0.20656015,0.20656016
17,17Aw03,is,is,is,Content,AUX,0.020383606,0.017857237
17,17Aw04,a,a,a,Function,DET,null,null
17,17Aw05,common,common,common,Content,ADJ,0.16420504,0.18712834
17,17Aw06,type,type,type,Content,NOUN,0.33532187,0.36593738
17,17Aw07,of,of,of,Function,ADP,null,null
17,17Aw08,dizziness,dizziness,dizziness,Content,NOUN,0.44112524,0.3503718
17,17Aw09,that,that,that,Function,PRON,0.23704702,0.30217814
17,17Aw10,can,can,can,Function,AUX,0.21865946,0.30535877
17,17Aw11,be,be,be,Content,AUX,0.16583733,0.2440939
17,17Aw12,treated,treated,treated,Content,VERB,0.2138311,0.22959737
17,17Aw13,with,with,with,Function,ADP,0.25260538,0.2836315
17,17Aw14,a,a,a,Function,DET,null,null
17,17Aw15,simple,simple,simple,Content,ADJ,0.21870905,0.26561663
17,17Aw16,maneuver.,maneuver.,maneuver,Content,NOUN,0.16824408,0.17828193
17,17Bw01,Vertigo,Vertigo,Vertigo,Content,NOUN,0.13653934,0.112018734
17,17Bw02,is,is,is,Content,AUX,0.3060454,0.44241968
17,17Bw03,an,an,an,Function,DET,0.21080169,0.2676972
17,17Bw04,illusory,illusory,illusory,Content,ADJ,0.17310837,0.1857637
17,17Bw05,sensation,sensation,sensation,Content,NOUN,0.3040557,0.25493878
17,17Bw06,of,of,of,Function,ADP,null,null
17,17Bw07,motion,motion,motion,Content,NOUN,0.16728963,0.16289492
17,17Bw08,that,that,that,Function,PRON,0.32971546,0.3931608
17,17Bw09,is,is,is,Content,AUX,0.3781749,0.5329635
17,17Bw10,often,often,often,Content,ADV,0.25039414,0.27180728
17,17Bw11,accompanied,accompanied,accompanied,Content,VERB,0.17027207,0.16058883
17,17Bw12,by,by,by,Function,ADP,0.23257764,0.27847254
17,17Bw13,intense,intense,intense,Content,ADJ,0.28778479,0.28405192
17,17Bw14,nausea.,nausea.,nausea,Content,NOUN,0.43402654,0.342103
18,18Aw01,When,When,When,Content,SCONJ,null,null
18,18Aw02,new,new,new,Content,ADJ,0.1549787,0.1549787
18,18Aw03,breast,breast,breast,Content,NOUN,0.019921586,0.02177588
18,18Aw04,cancer,cancer,cancer,Content,NOUN,0.3806224,0.30208057
18,18Aw05,drugs,drugs,drugs,Content,NOUN,0.20683081,0.20761178
18,18Aw06,come,come,come,Content,VERB,0.12974635,0.17290172
18,18Aw07,to,to,to,Function,ADP,null,null
18,18Aw08,"market,","market,",market,Content,NOUN,0.12591931,0.14256196
18,18Aw09,there,there,there,Content,PRON,0.25019914,0.30316168
18,18Aw10,is,is,is,Content,VERB,0.23321924,0.26608604
18,18Aw11,little,little,little,Content,ADJ,0.3530638,0.41010317
18,18Aw12,data,data,data,Content,NOUN,0.17048526,0.16691074
18,18Aw13,to,to,to,Function,PART,null,null
18,18Aw14,indicate,indicate,indicate,Content,VERB,0.22327767,0.24093251
18,18Aw15,whether,whether,whether,Function,SCONJ,0.2942357,0.3296531
18,18Aw16,they,they,they,Function,PRON,0.41214406,0.45899454
18,18Aw17,are,are,are,Content,AUX,0.36234483,0.4006093
18,18Aw18,safe,safe,safe,Content,ADJ,0.2495934,0.26686585
18,18Aw19,or,or,or,Function,CCONJ,0.33859515,0.35317943
18,18Aw20,effective,effective,effective,Content,ADJ,0.26183087,0.2537925
18,18Aw21,in,in,in,Function,ADP,0.346168,0.37985665
18,18Aw22,men.,men.,men,Content,NOUN,0.21259539,0.20282644
18,18Bw01,Some,Some,Some,Function,DET,0.2076769,0.22394793
18,18Bw02,new,new,new,Content,ADJ,0.3587667,0.41384098
18,18Bw03,drugs,drugs,drugs,Content,NOUN,0.416623,0.36544427
18,18Bw04,are,are,are,Content,AUX,0.46371052,0.50208116
18,18Bw05,approved,approved,approved,Content,VERB,0.21453646,0.21038902
18,18Bw06,only,only,only,Content,ADV,0.36672348,0.40454954
18,18Bw07,for,for,for,Function,ADP,0.41243342,0.4474847
18,18Bw08,women.,women.,women,Content,NOUN,0.348919,0.32763812
19,19Aw01,Polio,Polio,Polio,Content,PROPN,null,null
19,19Aw02,is,is,is,Content,AUX,0.02145109,0.021451095
19,19Aw03,an,an,an,Function,DET,0.09493665,0.20216729
19,19Aw04,infectious,infectious,infectious,Content,ADJ,0.25210634,0.20958501
19,19Aw05,disease,disease,disease,Content,NOUN,0.5388373,0.5036779
19,19Aw06,that,that,that,Function,PRON,0.18445969,0.22858562
19,19Aw07,can,can,can,Function,AUX,0.1651455,0.24030535
19,19Aw08,spread,spread,spread,Content,VERB,0.3014655,0.30506137
19,19Aw09,rapidly,rapidly,rapidly,Content,ADV,0.15141006,0.1877425
19,19Aw10,and,and,and,Function,CCONJ,null,null
19,19Aw11,mainly,mainly,mainly,Content,ADV,0.11471501,0.1407836
19,19Aw12,affects,affects,affects,Content,VERB,0.32116908,0.3608944
19,19Aw13,young,young,young,Content,ADJ,0.23501876,0.24957839
19,19Aw14,children.,children.,children,Content,NOUN,0.30114383,0.30110177
19,19Bw01,It,It,It,Function,PRON,0.24266182,0.25941086
19,19Bw02,can,can,can,Function,AUX,0.24715003,0.27955067
19,19Bw03,cause,cause,cause,Content,VERB,0.32894477,0.33154505
19,19Bw04,muscle,muscle,muscle,Content,NOUN,0.1446437,0.15158056
19,19Bw05,"weakness,","weakness,",weakness,Content,NOUN,0.23428768,0.24602051
19,19Bw06,paralysis,paralysis,paralysis,Content,NOUN,0.39524534,0.36669478
19,19Bw07,"and,","and,",and,Function,CCONJ,null,null
19,19Bw08,on,on,on,Function,ADP,0.13184969,0.15533438
19,19Bw09,rare,rare,rare,Content,ADJ,0.30150747,0.30128002
19,19Bw10,"occasions,","occasions,",occasions,Content,NOUN,0.059645087,0.06494862
19,19Bw11,it,it,it,Function,PRON,0.29522678,0.32219768
19,19Bw12,can,can,can,Function,AUX,0.28508154,0.30956143
19,19Bw13,be,be,be,Content,AUX,0.19725512,0.2307474
19,19Bw14,fatal.,fatal.,fatal,Content,ADJ,0.3665352,0.3548718
20,20Aw01,In,In,In,Function,ADP,null,null
20,20Aw02,"general,","general,",general,Content,ADJ,null,null
20,20Aw03,mammalian,mammalian,mammalian,Content,ADJ,0.0017521817,0.0017521874
20,20Aw04,hearts,hearts,hearts,Content,NOUN,0.053064346,0.069414824
20,20Aw05,are,are,are,Content,AUX,0.1784232,0.19303522
20,20Aw06,quite,quite,quite,Content,ADV,0.19958717,0.21583405
20,20Aw07,malleable.,malleable.,malleable,Content,ADJ,0.32508194,0.3049316
20,20Bw01,They,They,They,Function,PRON,0.2361062,0.24961133
20,20Bw02,change,change,change,Content,VERB,0.2795998,0.29654664
20,20Bw03,in,in,in,Function,ADP,0.19773793,0.22673726
20,20Bw04,response,response,response,Content,NOUN,0.1732097,0.19099414
20,20Bw05,to,to,to,Function,ADP,null,null
20,20Bw06,the,the,the,Function,DET,0.2893507,0.31949914
20,20Bw07,demands,demands,demands,Content,NOUN,0.19917768,0.21135125
20,20Bw08,placed,placed,placed,Content,VERB,0.073492564,0.06910754
20,20Bw09,on,on,on,Function,ADP,0.14719635,0.16591336
20,20Bw10,them.,them.,them,Function,PRON,0.27850828,0.29200956
21,21Aw01,A,A,A,Function,DET,null,null
21,21Aw02,number,number,number,Content,NOUN,null,null
21,21Aw03,of,of,of,Function,ADP,null,null
21,21Aw04,"countries,","countries,",countries,Content,NOUN,0.11219697,0.112196974
21,21Aw05,including,including,including,Content,VERB,0.28227952,0.29199222
21,21Aw06,Australia,Australia,Australia,Content,PROPN,0.3415935,0.30630958
21,21Aw07,and,and,and,Function,CCONJ,null,null
21,21Aw08,"Germany,","Germany,",Germany,Content,PROPN,0.4621803,0.42385718
21,21Aw09,have,have,have,Content,AUX,0.27763844,0.30363953
21,21Aw10,started,started,started,Content,VERB,0.0801411,0.089286335
21,21Aw11,requiring,requiring,requiring,Content,VERB,0.21371187,0.239589
21,21Aw12,companies,companies,companies,Content,NOUN,0.31474417,0.30343705
21,21Aw13,to,to,to,Function,PART,null,null
21,21Aw14,report,report,report,Content,VERB,0.12436345,0.12952615
21,21Aw15,their,their,their,Function,PRON,0.3258811,0.3547172
21,21Aw16,gender,gender,gender,Content,NOUN,0.14387956,0.14693655
21,21Aw17,pay,pay,pay,Content,NOUN,0.23766026,0.24686036
21,21Aw18,gaps,gaps,gaps,Content,NOUN,0.22557741,0.22166574
21,21Aw19,in,in,in,Function,ADP,0.351424,0.3807062
21,21Aw20,recent,recent,recent,Content,ADJ,0.29311278,0.3180307
21,21Aw21,years.,years.,years,Content,NOUN,0.2956499,0.31119174
21,21Bw01,Proponents,Proponents,Proponents,Content,NOUN,0.14153892,0.13360307
21,21Bw02,argue,argue,argue,Content,VERB,0.27962565,0.28117314
21,21Bw03,that,that,that,Function,SCONJ,0.42700255,0.4375058
21,21Bw04,transparency,transparency,transparency,Content,NOUN,0.24201784,0.22728594
21,21Bw05,can,can,can,Function,AUX,0.28463474,0.29027382
21,21Bw06,lead,lead,lead,Content,VERB,0.17008936,0.17702243
21,21Bw07,to,to,to,Function,ADP,null,null
21,21Bw08,improvement.,improvement.,improvement,Content,NOUN,0.21823636,0.2141062
22,22Aw01,An,An,An,Function,DET,null,null
22,22Aw02,extensive,extensive,extensive,Content,ADJ,null,null
22,22Aw03,study,study,study,Content,NOUN,0.12788594,0.12788594
22,22Aw04,confirms,confirms,confirms,Content,VERB,0.21929729,0.21963455
22,22Aw05,that,that,that,Function,SCONJ,0.24879529,0.24857102
22,22Aw06,red,red,red,Content,ADJ,0.026138077,0.026012145
22,22Aw07,meat,meat,meat,Content,NOUN,0.12872913,0.13226828
22,22Aw08,might,might,might,Function,AUX,0.16202855,0.16197383
22,22Aw09,not,not,not,Content,PART,0.20038961,0.20139705
22,22Aw10,be,be,be,Content,AUX,0.18923171,0.22779767
22,22Aw11,that,that,that,Function,ADV,0.4753797,0.5309614
22,22Aw12,bad,bad,bad,Content,ADJ,0.23017225,0.25283414
22,22Aw13,for,for,for,Function,ADP,0.29256195,0.3188219
22,22Aw14,you.,you.,you,Function,PRON,0.27360812,0.3089382
22,22Bw01,But,But,But,Function,CCONJ,0.30757114,0.32941467
22,22Bw02,it,it,it,Function,PRON,0.41050082,0.45599064
22,22Bw03,is,is,is,Content,AUX,0.3660446,0.40279582
22,22Bw04,bad,bad,bad,Content,ADJ,0.46623275,0.46598586
22,22Bw05,for,for,for,Function,ADP,0.33942103,0.3672577
22,22Bw06,the,the,the,Function,DET,0.42830008,0.44889516
22,22Bw07,"planet,","planet,",planet,Content,NOUN,0.16872102,0.17050008
22,22Bw08,with,with,with,Function,SCONJ,0.2775003,0.28851417
22,22Bw09,chicken,chicken,chicken,Content,NOUN,0.2817651,0.25415412
22,22Bw10,and,and,and,Function,CCONJ,null,null
22,22Bw11,pork,pork,pork,Content,NOUN,0.3926736,0.34676746
22,22Bw12,less,less,less,Content,ADV,0.22571176,0.24767731
22,22Bw13,harmful,harmful,harmful,Content,ADJ,0.39302924,0.39707524
22,22Bw14,than,than,than,Function,ADP,0.32269284,0.34929687
22,22Bw15,beef.,beef.,beef,Content,NOUN,0.45008624,0.39272887
23,23Aw01,The,The,The,Function,DET,null,null
23,23Aw02,caterpillar,caterpillar,caterpillar,Content,NOUN,null,null
23,23Aw03,of,of,of,Function,ADP,null,null
23,23Aw04,the,the,the,Function,DET,0.07149162,0.07149163
23,23Aw05,monarch,monarch,monarch,Content,NOUN,0.18348272,0.18348274
23,23Aw06,butterfly,butterfly,butterfly,Content,NOUN,0.383505,0.38559052
23,23Aw07,eats,eats,eats,Content,VERB,0.19530727,0.19589862
23,23Aw08,only,only,only,Content,ADV,0.16884471,0.16879113
23,23Aw09,"milkweed,","milkweed,",milkweed,Content,NOUN,0.5402254,0.49947205
23,23Aw10,a,a,a,Function,DET,null,null
23,23Aw11,poisonous,poisonous,poisonous,Content,ADJ,0.3102678,0.30250347
23,23Aw12,plant,plant,plant,Content,NOUN,0.28241616,0.27143222
23,23Aw13,that,that,that,Function,PRON,0.16508232,0.23216821
23,23Aw14,should,should,should,Function,AUX,0.112869665,0.15527171
23,23Aw15,kill,kill,kill,Content,VERB,0.2451553,0.25833738
23,23Aw16,it.,it.,it,Function,PRON,0.2430014,0.292264
23,23Bw01,The,The,The,Function,DET,0.06086186,0.08672337
23,23Bw02,caterpillars,caterpillars,caterpillars,Content,NOUN,0.6439433,0.6116356
23,23Bw03,thrive,thrive,thrive,Content,VERB,0.26425815,0.26783308
23,23Bw04,on,on,on,Function,ADP,0.08223592,0.10165135
23,23Bw05,the,the,the,Function,DET,0.14865324,0.19586757
23,23Bw06,"plant,","plant,",plant,Content,NOUN,0.44712213,0.4505986
23,23Bw07,even,even,even,Content,ADV,0.16923612,0.22330415
23,23Bw08,storing,storing,storing,Content,VERB,0.19426803,0.20472157
23,23Bw09,its,its,its,Function,PRON,0.14554825,0.1762527
23,23Bw10,toxins,toxins,toxins,Content,NOUN,0.3753904,0.36582574
23,23Bw11,in,in,in,Function,ADP,0.14630678,0.19477479
23,23Bw12,their,their,their,Function,PRON,0.14265013,0.18167514
23,23Bw13,bodies,bodies,bodies,Content,NOUN,0.17626554,0.18231218
23,23Bw14,as,as,as,Function,ADP,0.14787139,0.19627807
23,23Bw15,a,a,a,Function,DET,null,null
23,23Bw16,defense,defense,defense,Content,NOUN,0.071633555,0.08986589
23,23Bw17,against,against,against,Function,ADP,0.15602724,0.19323766
23,23Bw18,hungry,hungry,hungry,Content,ADJ,0.26866794,0.28697628
23,23Bw19,birds.,birds.,birds,Content,NOUN,0.5012162,0.47181192
24,24Aw01,A,A,A,Function,DET,null,null
24,24Aw02,decline,decline,decline,Content,NOUN,null,null
24,24Aw03,in,in,in,Function,ADP,0.16571759,0.16571759
24,24Aw04,income,income,income,Content,NOUN,0.22446299,0.22446299
24,24Aw05,in,in,in,Function,ADP,0.15339138,0.15419394
24,24Aw06,young,young,young,Content,ADJ,0.06465753,0.06379076
24,24Aw07,adulthood,adulthood,adulthood,Content,NOUN,0.31195432,0.34691465
24,24Aw08,may,may,may,Function,AUX,0.19685084,0.19581418
24,24Aw09,lead,lead,lead,Content,VERB,0.10878986,0.108536646
24,24Aw10,to,to,to,Function,ADP,null,null
24,24Aw11,poorer,poorer,poorer,Content,ADJ,0.3620187,0.35883746
24,24Aw12,cognitive,cognitive,cognitive,Content,ADJ,0.3377083,0.3177069
24,24Aw13,ability,ability,ability,Content,NOUN,0.19656743,0.19179812
24,24Aw14,in,in,in,Function,ADP,0.16224262,0.18433402
24,24Aw15,middle,middle,middle,Content,ADJ,0.2594991,0.28297743
24,24Aw16,age.,age.,age,Content,NOUN,0.47578326,0.4735166
24,24Bw01,Income,Income,Income,Content,NOUN,0.2412747,0.22839665
24,24Bw02,reductions,reductions,reductions,Content,NOUN,0.27676788,0.2677073
24,24Bw03,are,are,are,Content,AUX,0.20297922,0.21064611
24,24Bw04,also,also,also,Content,ADV,0.17090368,0.19100396
24,24Bw05,linked,linked,linked,Content,VERB,0.19568738,0.20955312
24,24Bw06,to,to,to,Function,ADP,null,null
24,24Bw07,changes,changes,changes,Content,NOUN,0.3094872,0.30817732
24,24Bw08,in,in,in,Function,ADP,0.26275578,0.2986878
24,24Bw09,brain,brain,brain,Content,NOUN,0.33762008,0.3127369
24,24Bw10,structure,structure,structure,Content,NOUN,0.23930208,0.2454423
24,24Bw11,that,that,that,Function,PRON,0.37340215,0.41309682
24,24Bw12,suggest,suggest,suggest,Content,VERB,0.26117662,0.26857874
24,24Bw13,premature,premature,premature,Content,ADJ,0.25666118,0.2510654
24,24Bw14,"aging,","aging,",aging,Content,NOUN,0.37203768,0.37715626
24,24Bw15,researchers,researchers,researchers,Content,NOUN,0.3298562,0.314656
24,24Bw16,report.,report.,report,Content,VERB,0.21522476,0.21707281
25,25Aw01,Many,Many,Many,Content,ADJ,null,null
25,25Aw02,patients,patients,patients,Content,NOUN,0.12208822,0.12208822
25,25Aw03,with,with,with,Function,ADP,0.14828965,0.16044661
25,25Aw04,the,the,the,Function,DET,0.1361334,0.17165816
25,25Aw05,mysterious,mysterious,mysterious,Content,ADJ,0.050489362,0.07282216
25,25Aw06,illness,illness,illness,Content,NOUN,0.30459216,0.28706512
25,25Aw07,have,have,have,Content,AUX,0.22343712,0.26993105
25,25Aw08,wound,wound,wound,Content,VERB,0.1983084,0.17910087
25,25Aw09,up,up,up,Function,ADP,0.08525436,0.1115637
25,25Aw10,hospitalized,hospitalized,hospitalized,Content,VERB,0.39236218,0.34671485
25,25Aw11,in,in,in,Function,ADP,0.21941666,0.2623152
25,25Aw12,intensive,intensive,intensive,Content,ADJ,0.15761977,0.15930733
25,25Aw13,care,care,care,Content,NOUN,0.3705582,0.3726276
25,25Aw14,"units,","units,",units,Content,NOUN,0.13382292,0.13917445
25,25Aw15,needing,needing,needing,Content,VERB,0.33096293,0.34848577
25,25Aw16,ventilators,ventilators,ventilators,Content,NOUN,0.41124353,0.3909823
25,25Aw17,or,or,or,Function,CCONJ,0.23939739,0.28361595
25,25Aw18,even,even,even,Content,ADV,0.30368522,0.3687777
25,25Aw19,more,more,more,Content,ADV,0.2563485,0.31862527
25,25Aw20,desperate,desperate,desperate,Content,ADJ,0.26157102,0.27881634
25,25Aw21,measures,measures,measures,Content,NOUN,0.20741694,0.2056824
25,25Aw22,to,to,to,Function,PART,null,null
25,25Aw23,help,help,help,Content,VERB,0.3274575,0.36285913
25,25Aw24,them,them,them,Function,PRON,0.40817934,0.4598523
25,25Aw25,breathe.,breathe.,breathe,Content,VERB,0.31507614,0.3053883
25,25Bw01,Most,Most,Most,Content,ADJ,0.2332597,0.28119132
25,25Bw02,are,are,are,Content,AUX,0.32261768,0.37504372
25,25Bw03,"young,","young,",young,Content,ADJ,0.32470337,0.33937964
25,25Bw04,male,male,male,Content,ADJ,0.18747295,0.20217757
25,25Bw05,adults,adults,adults,Content,NOUN,0.3414188,0.34482056
25,25Bw06,or,or,or,Function,CCONJ,0.3171853,0.35767928
25,25Bw07,even,even,even,Content,ADV,0.44851917,0.5288545
25,25Bw08,teenagers.,teenagers.,teenagers,Content,NOUN,0.379179,0.36921948
26,26Aw01,The,The,The,Function,DET,null,null
26,26Aw02,ground,ground,ground,Content,NOUN,null,null
26,26Aw03,around,around,around,Function,ADP,0.16696368,0.1669637
26,26Aw04,the,the,the,Function,DET,0.1665976,0.16659762
26,26Aw05,building,building,building,Content,NOUN,0.21672124,0.21672127
26,26Aw06,slopes,slopes,slopes,Content,VERB,0.2358501,0.2327472
26,26Aw07,away.,away.,away,Content,ADV,0.16717303,0.17888537
26,26Bw01,That,That,That,Function,PRON,0.14985222,0.16501848
26,26Bw02,allows,allows,allows,Content,VERB,0.052825548,0.05719031
26,26Bw03,the,the,the,Function,DET,0.26014736,0.28596085
26,26Bw04,classroom,classroom,classroom,Content,NOUN,0.22715324,0.2417857
26,26Bw05,windows,windows,windows,Content,NOUN,0.31480986,0.31920666
26,26Bw06,to,to,to,Function,PART,null,null
26,26Bw07,be,be,be,Content,AUX,0.11333569,0.12568827
26,26Bw08,low,low,low,Content,ADJ,0.19062044,0.19698653
26,26Bw09,enough,enough,enough,Content,ADV,0.2552669,0.27048814
26,26Bw10,for,for,for,Function,SCONJ,0.29556602,0.32517835
26,26Bw11,children,children,children,Content,NOUN,0.2476073,0.23478407
26,26Bw12,to,to,to,Function,PART,null,null
26,26Bw13,see,see,see,Content,VERB,0.2782944,0.29565758
26,26Bw14,out,out,out,Function,ADP,0.37560457,0.40514714
26,26Bw15,while,while,while,Function,SCONJ,0.26913786,0.2823671
26,26Bw16,still,still,still,Content,ADV,0.3522333,0.39308906
26,26Bw17,being,being,being,Content,AUX,0.28375027,0.3149615
26,26Bw18,high,high,high,Content,ADV,0.36845684,0.3664665
26,26Bw19,above,above,above,Function,ADP,0.3935018,0.4028295
26,26Bw20,the,the,the,Function,DET,0.37779802,0.41328746
26,26Bw21,ground.,ground.,ground,Content,NOUN,0.43445724,0.4349658
27,27Aw01,A,A,A,Function,DET,null,null
27,27Aw02,surge,surge,surge,Content,NOUN,null,null
27,27Aw03,of,of,of,Function,ADP,null,null
27,27Aw04,oil,oil,oil,Content,NOUN,0.19440253,0.19440252
27,27Aw05,production,production,production,Content,NOUN,0.19261394,0.19134957
27,27Aw06,is,is,is,Content,AUX,0.10760529,0.10841617
27,27Aw07,"coming,","coming,",coming,Content,VERB,0.2260154,0.23268047
27,27Aw08,whether,whether,whether,Function,SCONJ,0.19663824,0.21071233
27,27Aw09,the,the,the,Function,DET,0.35108015,0.38149032
27,27Aw10,world,world,world,Content,NOUN,0.24183375,0.2539679
27,27Aw11,needs,needs,needs,Content,VERB,0.24872889,0.28518644
27,27Aw12,it,it,it,Function,PRON,0.37650192,0.3933562
27,27Aw13,or,or,or,Function,CCONJ,0.1929445,0.2055453
27,27Aw14,not.,not.,not,Content,PART,0.31264266,0.33452323
27,27Bw01,The,The,The,Function,DET,0.13546999,0.14404634
27,27Bw02,flood,flood,flood,Content,NOUN,0.24796419,0.23397024
27,27Bw03,of,of,of,Function,ADP,null,null
27,27Bw04,crude,crude,crude,Content,NOUN,0.36125258,0.32184595
27,27Bw05,will,will,will,Function,AUX,0.31876716,0.38494986
27,27Bw06,arrive,arrive,arrive,Content,VERB,0.20531043,0.22979371
27,27Bw07,even,even,even,Content,ADV,0.3648329,0.4073671
27,27Bw08,as,as,as,Function,SCONJ,0.2868699,0.32271442
27,27Bw09,concerns,concerns,concerns,Content,NOUN,0.19975986,0.20503037
27,27Bw10,about,about,about,Function,ADP,0.3043799,0.33494586
27,27Bw11,climate,climate,climate,Content,NOUN,0.26318172,0.2653308
27,27Bw12,change,change,change,Content,NOUN,0.3110725,0.3325873
27,27Bw13,are,are,are,Content,AUX,0.36289325,0.40374213
27,27Bw14,growing,growing,growing,Content,VERB,0.31093198,0.32463259
27,27Bw15,and,and,and,Function,CCONJ,null,null
27,27Bw16,worldwide,worldwide,worldwide,Content,ADJ,0.25812602,0.264342
27,27Bw17,oil,oil,oil,Content,NOUN,0.47951874,0.41788262
27,27Bw18,demand,demand,demand,Content,NOUN,0.47131908,0.4502968
27,27Bw19,is,is,is,Content,AUX,0.40317905,0.4633699
27,27Bw20,slowing.,slowing.,slowing,Content,VERB,0.38883483,0.38909814
28,28Aw01,Farmers,Farmers,Farmers,Content,NOUN,null,null
28,28Aw02,and,and,and,Function,CCONJ,null,null
28,28Aw03,plant,plant,plant,Content,NOUN,0.25145626,0.25145626
28,28Aw04,breeders,breeders,breeders,Content,NOUN,0.4116391,0.40982306
28,28Aw05,are,are,are,Content,AUX,0.12477747,0.12312607
28,28Aw06,in,in,in,Function,ADP,0.12862298,0.15032637
28,28Aw07,a,a,a,Function,DET,null,null
28,28Aw08,race,race,race,Content,NOUN,0.12208593,0.11486588
28,28Aw09,against,against,against,Function,ADP,0.14571705,0.16313195
28,28Aw10,time.,time.,time,Content,NOUN,0.1370579,0.15953858
28,28Bw01,The,The,The,Function,DET,0.03170177,0.04167865
28,28Bw02,world,world,world,Content,NOUN,0.14152348,0.18033098
28,28Bw03,population,population,population,Content,NOUN,0.27778584,0.2799694
28,28Bw04,is,is,is,Content,AUX,0.28151038,0.33491758
28,28Bw05,growing,growing,growing,Content,VERB,0.30955306,0.30777526
28,28Bw06,"rapidly,","rapidly,",rapidly,Content,ADV,0.28970122,0.3063125
28,28Bw07,requiring,requiring,requiring,Content,VERB,0.13600214,0.14830297
28,28Bw08,ever,ever,ever,Content,ADV,0.29013646,0.33619666
28,28Bw09,more,more,more,Content,ADJ,0.29286698,0.31830418
28,28Bw10,"food,","food,",food,Content,NOUN,0.29943645,0.28577805
28,28Bw11,but,but,but,Function,CCONJ,0.33207107,0.3652434
28,28Bw12,the,the,the,Function,DET,0.3554097,0.39646077
28,28Bw13,amount,amount,amount,Content,NOUN,0.2973046,0.32022008
28,28Bw14,of,of,of,Function,ADP,null,null
28,28Bw15,cultivable,cultivable,cultivable,Content,ADJ,0.31007874,0.27223977
28,28Bw16,land,land,land,Content,NOUN,0.35236216,0.32194304
28,28Bw17,is,is,is,Content,AUX,0.3915489,0.4585942
28,28Bw18,limited.,limited.,limited,Content,VERB,0.20345514,0.21758081
29,29Aw01,Two,Two,Two,Function,NUM,null,null
29,29Aw02,young,young,young,Content,ADJ,null,null
29,29Aw03,black,black,black,Content,ADJ,0.28996396,0.28996396
29,29Aw04,women,women,women,Content,NOUN,0.42305896,0.4304772
29,29Aw05,face,face,face,Content,VERB,0.16414987,0.16603692
29,29Aw06,futures,futures,futures,Content,NOUN,0.12631404,0.13055894
29,29Aw07,made,made,made,Content,VERB,0.07993408,0.081083
29,29Aw08,precarious,precarious,precarious,Content,ADJ,0.14658174,0.1427303
29,29Aw09,by,by,by,Function,ADP,0.12164455,0.1308344
29,29Aw10,sudden,sudden,sudden,Content,ADJ,0.2566703,0.25918046
29,29Aw11,violence,violence,violence,Content,NOUN,0.2220566,0.21686704
