Passage,NewID,WordNoPunctuation,Word,WordClass,PartOfSpeech,CosineSimilarity,CosineSimilarity_Normalized
19,19Aw01,Nobody,Nobody,Content,PRON,null,null
19,19Aw02,ever,ever,Content,ADV,0.34923387,0.34923384
19,19Aw03,really,really,Content,ADV,0.52699184,0.5192937
19,19Aw04,tells,tells,Content,VERB,0.20105064,0.20303527
19,19Aw05,you,you,Function,PRON,0.509923,0.51813364
19,19Aw06,how,how,Content,SCONJ,0.45654732,0.46250936
19,19Aw07,to,to,Function,PART,null,null
19,19Aw08,breathe,breathe.,Content,VERB,0.22304662,0.22526479
19,19Bw01,You,You,Function,PRON,0.42901516,0.44261977
19,19Bw02,just,just,Content,ADV,0.61063784,0.62372077
19,19Bw03,know,know,Content,VERB,0.66593474,0.6758805
19,19Bw04,how,how,Content,SCONJ,0.624877,0.63912636
19,19Bw05,to,to,Function,PART,null,null
19,19Bw06,do,do,Content,VERB,0.6543435,0.6700285
19,19Bw07,it,it.,Function,PRON,0.62691414,0.64058757
20,20Aw01,Imagine,Imagine,Content,VERB,null,null
20,20Aw02,an,an,Function,DET,0.06466867,0.06466867
20,20Aw03,animal,animal,Content,NOUN,0.02651955,0.026519548
20,20Aw04,that,that,Function,PRON,0.17342632,0.17348954
20,20Aw05,looks,looks,Content,VERB,0.26222154,0.2747061
20,20Aw06,like,like,Function,ADP,0.45830858,0.4704426
20,20Aw07,a,a,Function,DET,null,null
20,20Aw08,dinosaur,"dinosaur,",Content,NOUN,0.29804385,0.2826062
20,20Aw09,and,and,Function,CCONJ,null,null
20,20Aw10,you,you,Function,PRON,0.31789878,0.34240043
20,20Aw11,probably,probably,Content,ADV,0.37451538,0.40010935
20,20Aw12,will,will,Function,AUX,0.202026,0.24052116
20,20Aw13,not,not,Content,PART,0.3524604,0.40603784
20,20Aw14,imagine,imagine,Content,VERB,0.56568205,0.59941876
20,20Aw15,a,a,Function,DET,null,null
20,20Aw16,bat,bat.,Content,NOUN,0.2054374,0.19546758
20,20Bw01,But,But,Function,CCONJ,0.3071917,0.33853224
20,20Bw02,that,that,Function,PRON,0.33812103,0.38383526
20,20Bw03,may,may,Function,AUX,0.34779662,0.40022725
20,20Bw04,change,change.,Content,VERB,0.23509906,0.24885646
21,21Aw01,Video,Video,Content,NOUN,null,null
21,21Aw02,games,games,Content,NOUN,0.2319319,0.2319319
21,21Aw03,work,work,Content,VERB,0.12681113,0.12423054
21,21Aw04,hard,hard,Content,ADV,0.24956517,0.2708858
21,21Aw05,to,to,Function,PART,null,null
21,21Aw06,hook,hook,Content,VERB,0.18792348,0.19735697
21,21Aw07,players,players.,Content,NOUN,0.32678702,0.307579
21,21Bw01,Designers,Designers,Content,NOUN,0.11826093,0.12817141
21,21Bw02,use,use,Content,VERB,0.23926121,0.24915154
21,21Bw03,predictive,predictive,Content,ADJ,0.046457093,0.052327257
21,21Bw04,algorithms,algorithms,Content,NOUN,0.34405681,0.30730078
21,21Bw05,and,and,Function,CCONJ,null,null
21,21Bw06,principles,principles,Content,NOUN,0.22456804,0.21647677
21,21Bw07,of,of,Function,ADP,null,null
21,21Bw08,behavioral,behavioral,Content,ADJ,0.27849856,0.25575554
21,21Bw09,economics,economics,Content,NOUN,0.26725125,0.25311825
21,21Bw10,to,to,Function,PART,null,null
21,21Bw11,keep,keep,Content,VERB,0.22407739,0.25626868
21,21Bw12,fans,fans,Content,NOUN,0.23564087,0.2461928
21,21Bw13,engaged,engaged.,Content,ADJ,0.15048255,0.16080774
22,22Aw01,Americans,Americans,Content,PROPN,null,null
22,22Aw02,are,are,Content,AUX,0.20559151,0.20559153
22,22Aw03,feeling,feeling,Content,VERB,0.2201701,0.22227263
22,22Aw04,better,better,Content,ADJ,0.20612577,0.20595367
22,22Aw05,about,about,Function,ADP,0.30743903,0.31219643
22,22Aw06,the,the,Function,DET,0.30803493,0.31140393
22,22Aw07,economy,economy.,Content,NOUN,0.28223163,0.2775686
22,22Bw01,Or,Or,Function,CCONJ,0.23756783,0.24088596
22,22Bw02,at,at,Function,ADP,0.12212116,0.12954043
22,22Bw03,least,least,Content,ADJ,0.23563594,0.24549596
22,22Bw04,Republicans,Republicans,Content,PROPN,0.3211122,0.30503845
22,22Bw05,are,are.,Content,AUX,0.48991373,0.5371798
23,23Aw01,Parasites,Parasites,Content,PROPN,null,null
23,23Aw02,are,are,Content,AUX,0.13022669,0.13022666
23,23Aw03,a,a,Function,DET,null,null
23,23Aw04,huge,huge,Content,ADJ,0.0694091,0.0707021
23,23Aw05,force,force,Content,NOUN,0.06560221,0.07238509
23,23Aw06,in,in,Function,ADP,0.23979567,0.27606905
23,23Aw07,the,the,Function,DET,0.32166156,0.3551327
23,23Aw08,natural,natural,Content,ADJ,0.19377993,0.19751374
23,23Aw09,world,world.,Content,NOUN,0.21432269,0.23047937
23,23Bw01,For,For,Function,ADP,0.060677137,0.061356273
23,23Bw02,the,the,Function,DET,0.35302824,0.37447417
23,23Bw03,most,most,Content,ADJ,0.31192827,0.33249822
23,23Bw04,part,part,Content,NOUN,0.20419385,0.22569942
23,23Bw05,they,they,Function,PRON,0.3572495,0.36513582
23,23Bw06,simply,simply,Content,ADV,0.4104963,0.4203017
23,23Bw07,feed,feed,Content,VERB,0.26931813,0.25587732
23,23Bw08,on,on,Function,ADP,0.24259093,0.2519625
23,23Bw09,their,their,Function,PRON,0.3362964,0.3511718
23,23Bw10,hosts,hosts.,Content,NOUN,0.12587152,0.11484048
24,24Aw01,There,There,Content,PRON,null,null
24,24Aw02,should,should,Function,AUX,0.22698459,0.22698459
24,24Aw03,be,be,Content,AUX,0.22723879,0.22723876
24,24Aw04,no,no,Function,DET,0.51655,0.51417947
24,24Aw05,question,question,Content,NOUN,0.27202445,0.2715457
24,24Aw06,that,that,Function,SCONJ,0.47794163,0.5077569
24,24Aw07,autistic,autistic,Content,ADJ,0.024685292,0.021375429
24,24Aw08,people,people,Content,NOUN,0.26082635,0.27812693
24,24Aw09,need,need,Content,VERB,0.3751222,0.40335962
24,24Aw10,and,and,Function,CCONJ,null,null
24,24Aw11,value,value,Content,VERB,0.15336804,0.17280959
24,24Aw12,social,social,Content,ADJ,0.24863647,0.24017864
24,24Aw13,connections,connections.,Content,NOUN,0.1943738,0.19957304
24,24Bw01,We,We,Function,PRON,0.2662147,0.29780954
24,24Bw02,all,all,Function,PRON,0.37493032,0.40398833
24,24Bw03,do,do.,Content,VERB,0.5077329,0.54072076
25,25Aw01,Once,Once,Content,ADV,null,null
25,25Aw02,upon,upon,Function,SCONJ,0.24077317,0.24077322
25,25Aw03,a,a,Function,DET,null,null
25,25Aw04,time,"time,",Content,NOUN,0.37340763,0.3734076
25,25Aw05,the,the,Function,DET,0.43532544,0.43566304
25,25Aw06,sky,sky,Content,NOUN,0.11240435,0.11199907
25,25Aw07,was,was,Content,AUX,0.18725424,0.23713577
25,25Aw08,everything,everything,Content,PRON,0.32716653,0.31780627
25,25Aw09,above,above,Function,ADP,0.251686,0.22489223
25,25Aw10,the,the,Function,DET,0.44345978,0.4819662
25,25Aw11,earth,"earth,",Content,NOUN,0.3436824,0.31011686
25,25Aw12,which,which,Function,PRON,0.20381607,0.23052396
25,25Aw13,lay,lay,Content,VERB,0.18333083,0.18458061
25,25Aw14,at,at,Function,ADP,0.18565999,0.22074321
25,25Aw15,the,the,Function,DET,0.41697085,0.4624393
25,25Aw16,center,center,Content,NOUN,0.12173543,0.1323244
25,25Aw17,of,of,Function,ADP,null,null
25,25Aw18,human,human,Content,ADJ,0.27315086,0.25711632
25,25Aw19,experience,experience.,Content,NOUN,0.14352259,0.16457807
25,25Bw01,The,The,Function,DET,0.10367794,0.11438406
25,25Bw02,sky,sky,Content,NOUN,0.49241185,0.42020652
25,25Bw03,was,was,Content,AUX,0.31480098,0.37532678
25,25Bw04,the,the,Function,DET,0.43243033,0.47718334
25,25Bw05,place,place,Content,NOUN,0.24972385,0.26948786
25,25Bw06,of,of,Function,ADP,null,null
25,25Bw07,gods,gods.,Content,NOUN,0.31315666,0.2893932
26,26Aw01,The,The,Function,DET,null,null
26,26Aw02,abundance,abundance,Content,NOUN,null,null
26,26Aw03,of,of,Function,ADP,null,null
26,26Aw04,uncontrolled,uncontrolled,Content,ADJ,0.21721266,0.21721266
26,26Aw05,case,case,Content,NOUN,0.063931614,0.06464236
26,26Aw06,studies,studies,Content,NOUN,0.2065081,0.21854499
26,26Aw07,can,can,Function,AUX,0.23976077,0.24284627
26,26Aw08,give,give,Content,VERB,0.061862905,0.06978271
26,26Aw09,an,an,Function,DET,0.08870954,0.09645896
26,26Aw10,impression,impression,Content,NOUN,0.10005293,0.11454646
26,26Aw11,that,that,Function,SCONJ,0.37290648,0.38808185
26,26Aw12,a,a,Function,DET,null,null
26,26Aw13,single,single,Content,ADJ,0.122560084,0.1271798
26,26Aw14,dietary,dietary,Content,ADJ,0.19510669,0.18596469
26,26Aw15,item,"item,",Content,NOUN,0.15797748,0.17325309
26,26Aw16,like,like,Function,ADP,0.2949024,0.3092189
26,26Aw17,juice,"juice,",Content,NOUN,0.18907915,0.18590693
26,26Aw18,is,is,Content,AUX,0.2403185,0.2593348
26,26Aw19,linked,linked,Content,VERB,0.23660503,0.23644754
26,26Aw20,with,with,Function,ADP,0.25794056,0.28124452
26,26Aw21,obesity,obesity.,Content,NOUN,0.33567613,0.30162263
26,26Bw01,But,But,Function,CCONJ,0.2271913,0.2530512
26,26Bw02,they,they,Function,PRON,0.28517815,0.30482742
26,26Bw03,cannot,cannot,Function,AUX,0.21520308,0.22400685
26,26Bw04,determine,determine,Content,VERB,0.25828928,0.27461594
26,26Bw05,cause,cause,Content,NOUN,0.35945275,0.3654848
26,26Bw06,and,and,Function,CCONJ,null,null
26,26Bw07,effect,effect.,Content,NOUN,0.2912675,0.29543036
27,27Aw01,Americans,Americans,Content,PROPN,null,null
27,27Aw02,are,are,Content,AUX,0.20559151,0.20559153
27,27Aw03,having,having,Content,VERB,0.16738454,0.16963312
27,27Aw04,fewer,fewer,Content,ADJ,0.33055168,0.333662
27,27Aw05,babies,babies.,Content,NOUN,0.30168846,0.2940998
27,27Bw01,At,At,Function,ADP,0.01717514,0.022802798
27,27Bw02,first,"first,",Content,ADV,0.16776986,0.17685859
27,27Bw03,researchers,researchers,Content,NOUN,0.25459003,0.2367812
27,27Bw04,thought,thought,Content,VERB,0.2285254,0.2556779
27,27Bw05,the,the,Function,DET,0.35566616,0.40663564
27,27Bw06,declining,declining,Content,VERB,0.19745736,0.20705706
27,27Bw07,fertility,fertility,Content,NOUN,0.31500307,0.27563453
27,27Bw08,rate,rate,Content,NOUN,0.32182854,0.31829375
27,27Bw09,was,was,Content,AUX,0.26950213,0.33622742
27,27Bw10,because,because,Function,SCONJ,0.37032053,0.42433485
27,27Bw11,of,of,Function,ADP,null,null
27,27Bw12,the,the,Function,DET,0.3892738,0.43942735
27,27Bw13,recession,"recession,",Content,NOUN,0.2555636,0.24575453
27,27Bw14,but,but,Function,CCONJ,0.35517934,0.41537172
27,27Bw15,it,it,Function,PRON,0.3613422,0.40550804
27,27Bw16,kept,kept,Content,VERB,0.2124997,0.24661538
27,27Bw17,falling,falling,Content,VERB,0.35736638,0.3623945
27,27Bw18,even,even,Content,ADV,0.433137,0.47211093
27,27Bw19,as,as,Function,SCONJ,0.21762165,0.2670714
27,27Bw20,the,the,Function,DET,0.40627104,0.45320857
27,27Bw21,economy,economy,Content,NOUN,0.4079127,0.36116347
27,27Bw22,recovered,recovered.,Content,VERB,0.2191608,0.23380546
28,28Aw01,New,New,Content,ADJ,null,null
28,28Aw02,research,research,Content,NOUN,0.14677832,0.1467783
28,28Aw03,suggests,suggests,Content,VERB,0.29716492,0.28170273
28,28Aw04,that,that,Function,SCONJ,0.26799083,0.28597945
28,28Aw05,more,more,Content,ADJ,0.21737085,0.22997789
28,28Aw06,money,money,Content,NOUN,0.22734179,0.23021957
28,28Aw07,really,really,Content,ADV,0.28219295,0.29319516
28,28Aw08,does,does,Content,AUX,0.39276153,0.39439282
28,28Aw09,lead,lead,Content,VERB,0.12571119,0.12629761
28,28Aw10,to,to,Function,ADP,null,null
28,28Aw11,a,a,Function,DET,null,null
28,28Aw12,more,more,Content,ADV,0.4806286,0.5184167
28,28Aw13,satisfying,satisfying,Content,ADJ,0.25184062,0.257183
28,28Aw14,life,life.,Content,NOUN,0.27389163,0.26892927
28,28Bw01,Surveys,Surveys,Content,NOUN,0.16187677,0.1513751
28,28Bw02,of,of,Function,ADP,null,null
28,28Bw03,thousands,thousands,Content,NOUN,0.20811099,0.21835057
28,28Bw04,of,of,Function,ADP,null,null
28,28Bw05,Swedish,Swedish,Content,ADJ,0.11333814,0.11829447
28,28Bw06,lottery,lottery,Content,NOUN,0.12769507,0.13216408
28,28Bw07,winners,winners,Content,NOUN,0.122301616,0.10528431
28,28Bw08,have,have,Content,AUX,0.3556501,0.3666638
28,28Bw09,provided,provided,Content,VERB,0.18392918,0.19625069
28,28Bw10,persuasive,persuasive,Content,ADJ,0.27136633,0.27985263
28,28Bw11,evidence,evidence,Content,NOUN,0.28661165,0.28386393
28,28Bw12,of,of,Function,ADP,null,null
28,28Bw13,this,this,Function,DET,0.41642073,0.4386822
28,28Bw14,truth,truth.,Content,NOUN,0.337905,0.33009654
29,29Aw01,Milan,Milan,Content,PROPN,null,null
29,29Aw02,has,has,Content,VERB,0.03682531,0.036825318
29,29Aw03,no,no,Function,DET,0.15183802,0.17004813
29,29Aw04,sea,sea.,Content,NOUN,0.0071193674,0.0076741986
29,29Bw01,It,It,Function,PRON,0.16205293,0.17350574
29,29Bw02,has,has,Content,VERB,0.46680662,0.5934212
29,29Bw03,no,no,Function,DET,0.16848224,0.18131727
29,29Bw04,river,river,Content,NOUN,0.26694158,0.2241214
29,29Bw05,or,or,Function,CCONJ,0.11547263,0.11646913
29,29Bw06,lake,"lake,",Content,NOUN,0.55629194,0.4782908
29,29Bw07,just,just,Content,ADV,0.22327194,0.23616801
29,29Bw08,a,a,Function,DET,null,null
29,29Bw09,few,few,Content,ADJ,0.21034743,0.26365477
29,29Bw10,ebbing,ebbing,Content,VERB,0.23972282,0.24048436
29,29Bw11,canals,canals.,Content,NOUN,0.4675418,0.4045374
30,30Aw01,Morality,Morality,Content,NOUN,null,null
30,30Aw02,exists,exists,Content,VERB,0.1810132,0.18101321
30,30Aw03,only,only,Content,ADV,0.18998821,0.19378337
30,30Aw04,because,because,Function,SCONJ,0.2856971,0.34344205
30,30Aw05,we,we,Function,PRON,0.33222762,0.3645749
30,30Aw06,evolved,evolved,Content,VERB,0.23559079,0.22298856
30,30Aw07,the,the,Function,DET,0.31498986,0.37773857
30,30Aw08,capacity,capacity,Content,NOUN,0.16420305,0.18416463
30,30Aw09,to,to,Function,PART,null,null
30,30Aw10,empathize,empathize.,Content,VERB,0.19781733,0.1975165
30,30Bw01,And,And,Function,CCONJ,0.2805249,0.29562366
30,30Bw02,empathy,empathy,Content,NOUN,0.51179224,0.4659984
30,30Bw03,provides,provides,Content,VERB,0.19847406,0.21289961
30,30Bw04,the,the,Function,DET,0.25363117,0.3054923
30,30Bw05,best,best,Content,ADJ,0.178596,0.21606164
30,30Bw06,guide,guide,Content,NOUN,0.21499074,0.22507784
30,30Bw07,to,to,Function,ADP,null,null
30,30Bw08,moral,moral,Content,ADJ,0.46435195,0.4357988
30,30Bw09,action,action.,Content,NOUN,0.14524506,0.14893809
31,31Aw01,Story,Story,Content,NOUN,null,null
31,31Aw02,creates,creates,Content,VERB,0.018933546,0.018933544
31,31Aw03,culture,culture.,Content,NOUN,0.22989836,0.23319508
31,31Bw01,It,It,Function,PRON,0.27580455,0.2760901
31,31Bw02,teaches,teaches,Content,VERB,0.30892375,0.30279592
31,31Bw03,us,us,Function,PRON,0.24924989,0.26001373
31,31Bw04,to,to,Function,PART,null,null
31,31Bw05,feel,"feel,",Content,VERB,0.3034147,0.30678672
31,31Bw06,think,think,Content,VERB,0.42804497,0.4522586
31,31Bw07,and,and,Function,CCONJ,null,null
31,31Bw08,behave,behave,Content,VERB,0.3349697,0.3412588
31,31Bw09,in,in,Function,ADP,0.165876,0.17485633
31,31Bw10,ways,ways,Content,NOUN,0.2717876,0.28301063
31,31Bw11,generally,generally,Content,ADV,0.27484035,0.2800642
31,31Bw12,approved,approved,Content,VERB,0.03799898,0.038236726
31,31Bw13,of,of,Function,ADP,null,null
31,31Bw14,by,by,Function,ADP,0.066834114,0.08646959
31,31Bw15,those,those,Function,PRON,0.29139048,0.31670845
31,31Bw16,around,around,Function,ADP,0.15296797,0.16631825
31,31Bw17,us,us.,Function,PRON,0.39489785,0.41157994
32,32Aw01,Hospitals,Hospitals,Content,NOUN,null,null
32,32Aw02,are,are,Content,AUX,0.17925088,0.1792509
32,32Aw03,often,often,Content,ADV,0.28216898,0.30470222
32,32Aw04,thought,thought,Content,VERB,0.117302,0.12738933
32,32Aw05,of,of,Function,ADP,null,null
32,32Aw06,as,as,Function,ADP,0.28443655,0.3100306
32,32Aw07,the,the,Function,DET,0.2773828,0.29542398
32,32Aw08,hubs,hubs,Content,NOUN,0.22896352,0.19971451
32,32Aw09,of,of,Function,ADP,null,null
32,32Aw10,our,our,Function,PRON,0.2498338,0.26782688
32,32Aw11,health,health,Content,NOUN,0.27695614,0.26532117
32,32Aw12,care,care,Content,NOUN,0.46766508,0.4780734
32,32Aw13,system,system.,Content,NOUN,0.25178316,0.23588645
32,32Bw01,But,But,Function,CCONJ,0.20123006,0.22301917
32,32Bw02,hospital,hospital,Content,NOUN,0.4967793,0.46917704
32,32Bw03,closings,closings,Content,NOUN,0.13611494,0.13860293
32,32Bw04,are,are,Content,AUX,0.39786503,0.44434026
32,32Bw05,rising,"rising,",Content,VERB,0.21449709,0.2108899
32,32Bw06,particularly,particularly,Content,ADV,0.34219187,0.3698281
32,32Bw07,in,in,Function,ADP,0.295312,0.30098748
32,32Bw08,some,some,Function,DET,0.3974843,0.43412015
32,32Bw09,types,types,Content,NOUN,0.29612827,0.30685645
32,32Bw10,of,of,Function,ADP,null,null
32,32Bw11,communities,communities.,Content,NOUN,0.42372942,0.40795204
33,33Aw01,Two,Two,Function,NUM,null,null
33,33Aw02,sexes,sexes,Content,NOUN,null,null
33,33Aw03,have,have,Content,AUX,0.06901716,0.06901715
33,33Aw04,never,never,Content,ADV,0.27509964,0.3983844
33,33Aw05,been,been,Content,AUX,0.34438694,0.43757504
33,33Aw06,enough,enough,Content,ADJ,0.24892339,0.27752858
33,33Aw07,to,to,Function,PART,null,null
33,33Aw08,describe,describe,Content,VERB,0.13036059,0.13409221
33,33Aw09,human,human,Content,ADJ,0.25851092,0.2285677
33,33Aw10,variety,variety.,Content,NOUN,0.23800391,0.23520274
33,33Bw01,Not,Not,Content,PART,0.34980488,0.3613425
33,33Bw02,in,in,Function,ADP,0.30945465,0.31668696
33,33Bw03,biblical,biblical,Content,ADJ,0.22027665,0.1921485
33,33Bw04,times,times,Content,NOUN,0.32091054,0.34023705
33,33Bw05,and,and,Function,CCONJ,null,null
33,33Bw06,not,not,Content,PART,0.610165,0.6797287
33,33Bw07,now,now.,Content,ADV,0.36662698,0.4127346
34,34Aw01,The,The,Function,DET,null,null
34,34Aw02,biggest,biggest,Content,ADJ,null,null
34,34Aw03,racial,racial,Content,ADJ,0.060534015,0.060534015
34,34Aw04,preferences,preferences,Content,NOUN,0.1614267,0.1536983
34,34Aw05,in,in,Function,ADP,0.19843201,0.20871715
34,34Aw06,this,this,Function,DET,0.17736486,0.18490304
34,34Aw07,country,country,Content,NOUN,0.21943504,0.22364256
34,34Aw08,have,have,Content,VERB,0.19014624,0.20166078
34,34Aw09,nothing,nothing,Content,PRON,0.17396855,0.20047052
34,34Aw10,to,to,Function,PART,null,null
34,34Aw11,do,do,Content,VERB,0.42697623,0.47594738
34,34Aw12,with,with,Function,ADP,0.20481867,0.23208156
34,34Aw13,college,college,Content,NOUN,0.25520095,0.25749832
34,34Aw14,admissions,admissions,Content,NOUN,0.28074878,0.24572119
34,34Aw15,or,or,Function,CCONJ,0.3354356,0.3609487
34,34Aw16,job,job,Content,NOUN,0.32277256,0.3514326
34,34Aw17,offers,offers.,Content,NOUN,0.09703068,0.09822518
34,34Bw01,They,They,Function,PRON,0.26653552,0.30561978
34,34Bw02,have,have,Content,VERB,0.43647102,0.5147721
34,34Bw03,to,to,Function,PART,null,null
34,34Bw04,do,do,Content,VERB,0.55864024,0.6243609
34,34Bw05,with,with,Function,ADP,0.26338,0.28794074
34,34Bw06,political,political,Content,ADJ,0.3451538,0.3168073
34,34Bw07,power,power.,Content,NOUN,0.20313784,0.2061775
35,35Aw01,Businesses,Businesses,Content,NOUN,null,null
35,35Aw02,can,can,Function,AUX,0.1610026,0.16100259
35,35Aw03,deliver,deliver,Content,VERB,0.097708255,0.09770825
35,35Aw04,everything,everything,Content,PRON,0.13474105,0.1347531
35,35Aw05,on,on,Function,ADP,0.19571605,0.19622627
35,35Aw06,demand,"demand,",Content,NOUN,0.3036007,0.3003025
35,35Aw07,from,from,Function,ADP,0.13733804,0.13964899
35,35Aw08,dinner,dinner,Content,NOUN,0.10413729,0.10905083
35,35Aw09,to,to,Function,ADP,null,null
35,35Aw10,dry,dry,Content,ADJ,0.20299895,0.20660555
35,35Aw11,cleaning,cleaning.,Content,NOUN,0.24859495,0.24865897
35,35Bw01,Some,Some,Function,PRON,0.15631007,0.15592012
35,35Bw02,will,will,Function,AUX,0.17257021,0.17382473
35,35Bw03,even,even,Content,ADV,0.2562113,0.2658782
35,35Bw04,show,show,Content,VERB,0.2531003,0.26605016
35,35Bw05,up,up,Function,ADP,0.27950937,0.2873587
35,35Bw06,at,at,Function,ADP,0.14981027,0.16218041
35,35Bw07,your,your,Function,PRON,0.26888427,0.2842945
35,35Bw08,door,door,Content,NOUN,0.22515005,0.22468492
35,35Bw09,to,to,Function,PART,null,null
35,35Bw10,give,give,Content,VERB,0.3203449,0.34313762
35,35Bw11,you,you,Function,PRON,0.3151982,0.33857608
35,35Bw12,cupcakes,cupcakes,Content,NOUN,0.19531934,0.1979865
35,35Bw13,or,or,Function,CCONJ,0.27465245,0.29393366
35,35Bw14,walk,walk,Content,VERB,0.2908015,0.28888857
35,35Bw15,your,your,Function,PRON,0.3183906,0.3250632
35,35Bw16,dog,dog.,Content,NOUN,0.30073455,0.28459963
36,36Aw01,Planning,Planning,Content,VERB,null,null
36,36Aw02,for,for,Function,ADP,0.17991507,0.17991509
36,36Aw03,vacation,vacation,Content,NOUN,0.20593078,0.20593077
36,36Aw04,is,is,Content,AUX,0.099981956,0.10317198
36,36Aw05,fun,fun.,Content,ADJ,0.26754135,0.25372833
36,36Bw01,We,We,Function,PRON,0.22385377,0.23680562
36,36Bw02,make,make,Content,VERB,0.24034388,0.25893953
36,36Bw03,lists,lists,Content,NOUN,0.20866764,0.2166403
36,36Bw04,of,of,Function,ADP,null,null
36,36Bw05,clothes,clothes,Content,NOUN,0.20223248,0.18461992
36,36Bw06,to,to,Function,PART,null,null
36,36Bw07,pack,pack,Content,VERB,0.15146664,0.14699909
36,36Bw08,and,and,Function,CCONJ,null,null
36,36Bw09,museums,museums,Content,NOUN,0.20474021,0.19885668
36,36Bw10,to,to,Function,PART,null,null
36,36Bw11,visit,"visit,",Content,VERB,0.26383248,0.25480086
36,36Bw12,anticipating,anticipating,Content,VERB,0.20402828,0.2283328
36,36Bw13,the,the,Function,DET,0.2999319,0.32744247
36,36Bw14,relaxation,relaxation,Content,NOUN,0.29249272,0.27823412
36,36Bw15,and,and,Function,CCONJ,null,null
36,36Bw16,fun,fun,Content,NOUN,0.5272661,0.5158299
36,36Bw17,to,to,Function,PART,null,null
36,36Bw18,come,come.,Content,VERB,0.38972816,0.40588722
37,37Aw01,Certain,Certain,Content,ADJ,null,null
37,37Aw02,types,types,Content,NOUN,0.34863076,0.34863076
37,37Aw03,of,of,Function,ADP,null,null
37,37Aw04,wine,wine,Content,NOUN,0.11573975,0.11415838
37,37Aw05,seem,seem,Content,VERB,0.25101662,0.2724577
37,37Aw06,incapable,incapable,Content,ADJ,0.2152051,0.21906826
37,37Aw07,of,of,Function,ADP,null,null
37,37Aw08,winning,winning,Content,VERB,0.04423928,0.04863955
37,37Aw09,popular,popular,Content,ADJ,0.23158418,0.24533395
37,37Aw10,acceptance,acceptance.,Content,NOUN,0.18365428,0.20651284
37,37Bw01,Riesling,Riesling,Content,PROPN,0.25709134,0.21182345
37,37Bw02,is,is,Content,AUX,0.24637467,0.26732233
37,37Bw03,one,"one,",Function,NUM,0.28983518,0.34781903
37,37Bw04,particularly,particularly,Content,ADV,0.32644,0.36714032
37,37Bw05,in,in,Function,ADP,0.2716148,0.30529454
37,37Bw06,its,its,Function,PRON,0.15863702,0.19214535
37,37Bw07,moderately,moderately,Content,ADV,0.2502941,0.2615107
37,37Bw08,sweet,sweet,Content,ADJ,0.3600929,0.34170982
37,37Bw09,form,form.,Content,NOUN,0.22483727,0.23922859
38,38Aw01,Bankers,Bankers,Content,NOUN,null,null
38,38Aw02,kept,kept,Content,VERB,0.06350537,0.06350538
38,38Aw03,their,their,Function,PRON,0.25788555,0.25991857
38,38Aw04,name,name,Content,NOUN,0.0068812477,0.011582367
38,38Aw05,tags,tags,Content,NOUN,0.17109588,0.18715541
38,38Aw06,obscured,obscured,Content,VERB,0.18107781,0.19120407
38,38Aw07,behind,behind,Function,ADP,0.22934188,0.23105817
38,38Aw08,ties,ties.,Content,NOUN,0.13819498,0.14349411
38,38Bw01,Many,Many,Content,ADJ,0.22340606,0.21753076
38,38Bw02,tried,tried,Content,VERB,0.19484179,0.20314345
38,38Bw03,to,to,Function,PART,null,null
38,38Bw04,keep,keep,Content,VERB,0.39185253,0.39950773
38,38Bw05,a,a,Function,DET,null,null
38,38Bw06,low,low,Content,ADJ,0.19302566,0.19702923
38,38Bw07,profile,profile,Content,NOUN,0.32365146,0.3226486
38,38Bw08,and,and,Function,CCONJ,null,null
38,38Bw09,avoided,avoided,Content,VERB,0.3470358,0.3454051
38,38Bw10,talking,talking,Content,VERB,0.26036388,0.26454106
38,38Bw11,to,to,Function,ADP,null,null
38,38Bw12,the,the,Function,DET,0.36253515,0.37179267
38,38Bw13,news,news,Content,NOUN,0.1500264,0.15672013
38,38Bw14,media,media.,Content,NOUN,0.28304434,0.28656092
39,39Aw01,Hollywood,Hollywood,Content,PROPN,null,null
39,39Aw02,executives,executives,Content,NOUN,0.18994735,0.18994738
39,39Aw03,are,are,Content,AUX,0.13003741,0.1291038
39,39Aw04,not,not,Content,PART,0.21179917,0.23227413
39,39Aw05,so,so,Content,ADV,0.344065,0.41392654
39,39Aw06,different,different,Content,ADJ,0.20878112,0.23667386
39,39Aw07,from,from,Function,ADP,0.21331689,0.22450238
39,39Aw08,the,the,Function,DET,0.3704769,0.39094022
39,39Aw09,stars,stars,Content,NOUN,0.2921704,0.255503
39,39Aw10,they,they,Function,PRON,0.51649547,0.57654494
39,39Aw11,employ,employ.,Content,VERB,0.19669299,0.20753346
39,39Bw01,They,They,Function,PRON,0.32055983,0.3684038
39,39Bw02,want,want,Content,VERB,0.42081696,0.48626223
39,39Bw03,to,to,Function,PART,null,null
39,39Bw04,be,be,Content,AUX,0.39623007,0.4382672
39,39Bw05,seen,seen,Content,VERB,0.23462445,0.2514757
39,39Bw06,in,in,Function,ADP,0.2811979,0.3001955
39,39Bw07,the,the,Function,DET,0.37997234,0.39794645
39,39Bw08,right,right,Content,ADJ,0.30598623,0.33043694
39,39Bw09,booths,booths,Content,NOUN,0.15956002,0.15292722
39,39Bw10,at,at,Function,ADP,0.2589751,0.26455602
39,39Bw11,the,the,Function,DET,0.39842,0.4230272
39,39Bw12,right,right,Content,ADJ,0.41706997,0.46559674
